record_id,patent_id,domain,title,abstract,text
10020521,10020521,hydrogenstorage,"Fuel cell cogeneration system, method of starting operation of the fuel cell cogeneration system, and method of operating the fuel cell cogeneration system","A fuel cell cogeneration system includes a fuel cell module, a heat exchanger, a hot water tank, a circulating water channel, and an oxygen-containing gas supply channel. A circulating water heater for heating water is provided on the circulating water channel. Part of the oxygen-containing gas supply channel is provided in the circulating water heater to thereby allow air flowing through the oxygen-containing gas supply channel to be heated by receiving heat from the circulating water heater.","Fuel cell cogeneration system, method of starting operation of the fuel cell cogeneration system, and method of operating the fuel cell cogeneration system. A fuel cell cogeneration system includes a fuel cell module, a heat exchanger, a hot water tank, a circulating water channel, and an oxygen-containing gas supply channel. A circulating water heater for heating water is provided on the circulating water channel. Part of the oxygen-containing gas supply channel is provided in the circulating water heater to thereby allow air flowing through the oxygen-containing gas supply channel to be heated by receiving heat from the circulating water heater"
10023360,10023360,hydrogenstorage,"Sealing bag for hydrogen gas, and method for dissolving hydrogen gas","The present invention aims at dissolving hydrogen gas in a liquid and maintaining the solubility of the hydrogen gas in the liquid at a high state.A sealing bag 1 that dissolves hydrogen gas in a liquid by being put into the liquid includes a hydrogen permeable film that can permeate hydrogen gas that is sealed and filled in the sealing bag to outside. By sinking this sealing bag 1 into the liquid in advance, the hydrogen gas that is permeated through the hydrogen permeable film is dissolved in the liquid. Furthermore, since the hydrogen gas is continuously permeated little by little through the hydrogen permeable film, the solubility of the hydrogen in the liquid can be maintained at a high state.","Sealing bag for hydrogen gas, and method for dissolving hydrogen gas. The present invention aims at dissolving hydrogen gas in a liquid and maintaining the solubility of the hydrogen gas in the liquid at a high state.A sealing bag 1 that dissolves hydrogen gas in a liquid by being put into the liquid includes a hydrogen permeable film that can permeate hydrogen gas that is sealed and filled in the sealing bag to outside. By sinking this sealing bag 1 into the liquid in advance, the hydrogen gas that is permeated through the hydrogen permeable film is dissolved in the liquid. Furthermore, since the hydrogen gas is continuously permeated little by little through the hydrogen permeable film, the solubility of the hydrogen in the liquid can be maintained at a high state"
10023506,10023506,hydrogenstorage,High efficiency fuel cell,"Fuel cell arrangement having an improved efficiency. The arrangement comprises one or more fuel cell units 110 and a methanation unit 200 and a control unit 300. The fuel cell unit comprises a water inlet 111, a hydrogen outlet 112 and an oxygen outlet 113. The methanation unit comprises a catalyst 222, a hydrogen inlet 213, a carbon oxide inlet 214 having a first controllable valve 215 and a methane outlet 216, wherein the hydrogen outlet of the first fuel cell unit is coupled to the hydrogen inlet of the methanation unit, and the methanation unit is adapted to convert hydrogen and carbon oxide into methane, wherein the control unit is adapted to control the first controllable valve so as to obtain an optimum converting process to convert hydrogen and carbon oxide into methane.","High efficiency fuel cell. Fuel cell arrangement having an improved efficiency. The arrangement comprises one or more fuel cell units 110 and a methanation unit 200 and a control unit 300. The fuel cell unit comprises a water inlet 111, a hydrogen outlet 112 and an oxygen outlet 113. The methanation unit comprises a catalyst 222, a hydrogen inlet 213, a carbon oxide inlet 214 having a first controllable valve 215 and a methane outlet 216, wherein the hydrogen outlet of the first fuel cell unit is coupled to the hydrogen inlet of the methanation unit, and the methanation unit is adapted to convert hydrogen and carbon oxide into methane, wherein the control unit is adapted to control the first controllable valve so as to obtain an optimum converting process to convert hydrogen and carbon oxide into methane"
10024498,10024498,hydrogenstorage,"Hydrogen storage composition, hydrogen storage container and method for producing hydrogen storage container with hydrogen storage composition","A hydrogen storage composition, a hydrogen storage container and a method for producing the hydrogen storage container are provided. The hydrogen storage composition includes a thermally-conductive material, a hydrogen storage material, and optionally an elastic material. The hydrogen storage container includes a canister body and the hydrogen storage composition. After the hydrogen storage composition is placed into a canister body, a vacuum environment within the canister body is created, and a first weight of the canister body is recorded. Then, hydrogen gas is activated and charged into the canister body, and a second weight of the canister body is recorded. Then, a hydrogen storage amount is calculated according to the first weight and the second weight. If the hydrogen storage amount reaches the predetermined value, the hydrogen storage container is produced.","Hydrogen storage composition, hydrogen storage container and method for producing hydrogen storage container with hydrogen storage composition. A hydrogen storage composition, a hydrogen storage container and a method for producing the hydrogen storage container are provided. The hydrogen storage composition includes a thermally-conductive material, a hydrogen storage material, and optionally an elastic material. The hydrogen storage container includes a canister body and the hydrogen storage composition. After the hydrogen storage composition is placed into a canister body, a vacuum environment within the canister body is created, and a first weight of the canister body is recorded. Then, hydrogen gas is activated and charged into the canister body, and a second weight of the canister body is recorded. Then, a hydrogen storage amount is calculated according to the first weight and the second weight. If the hydrogen storage amount reaches the predetermined value, the hydrogen storage container is produced"
10026974,10026974,hydrogenstorage,Power generation system and method of operating the same,"A power generation system according to the present invention includes: a fuel cell unit including a fuel cell, a hydrogen generator having a first combustor, and a case; a controller; a combustion unit including a second combustor; and a discharge passage formed to cause the case and the combustion unit to communicate with each other. In a case where the controller causes one of the first combustor and the second combustor to perform the ignition operation, the controller maintains an operating state of the other combustor during the period of the ignition operation of the one combustor.","Power generation system and method of operating the same. A power generation system according to the present invention includes: a fuel cell unit including a fuel cell, a hydrogen generator having a first combustor, and a case; a controller; a combustion unit including a second combustor; and a discharge passage formed to cause the case and the combustion unit to communicate with each other. In a case where the controller causes one of the first combustor and the second combustor to perform the ignition operation, the controller maintains an operating state of the other combustor during the period of the ignition operation of the one combustor"
10026978,10026978,hydrogenstorage,Method of generating electricity with a fuel cell; associated device,"A method of generating electricity with a fuel cell includes a phase in which the cell is primed; and a phase in which the cell functions at a stable rate, during which the cell, fed with a hydrogenated gas, generates electricity and heat. In order to prime the cell, it is fed with a hydrogenated gas including at least 70 vol. % hydrogen, generated by self-sustaining combustion of at least one hydrogenated gas-generating solid pyrotechnic charge; and while it is operating at a stable rate, the cell is fed with a hydrogenated gas containing at least 85 vol. % hydrogen, generated by thermal decomposition of at least one hydrogenated gas-generating solid pyrotechnic charge; a portion of the heat produced by the operating cell being transferred to the at least one solid charge in order to start and maintain the thermal decomposition thereof.","Method of generating electricity with a fuel cell; associated device. A method of generating electricity with a fuel cell includes a phase in which the cell is primed; and a phase in which the cell functions at a stable rate, during which the cell, fed with a hydrogenated gas, generates electricity and heat. In order to prime the cell, it is fed with a hydrogenated gas including at least 70 vol. % hydrogen, generated by self-sustaining combustion of at least one hydrogenated gas-generating solid pyrotechnic charge; and while it is operating at a stable rate, the cell is fed with a hydrogenated gas containing at least 85 vol. % hydrogen, generated by thermal decomposition of at least one hydrogenated gas-generating solid pyrotechnic charge; a portion of the heat produced by the operating cell being transferred to the at least one solid charge in order to start and maintain the thermal decomposition thereof"
10026982,10026982,hydrogenstorage,Condensate recovery for reversible solid oxide fuel cells,"Embodiments described herein provide for water reclamation from the exhaust stream of a RSOFC while the RSOFC operates in fuel cell mode. The reclaimed water is stored for use by the RSOFC while in electrolysis mode. An embodiment includes a RSOFC, a condensate tank, a condenser, and a controller. The RSOFC generates electrical power and water vapor by consuming hydrogen gas in the fuel cell mode, and consumes electrical power and water to generate the hydrogen gas in the electrolysis mode. The condenser condenses the water vapor into water, and directs the water to the condensate tank. The controller, responsive to transitioning the RSOFC from the fuel cell mode to the electrolysis mode, supplies the water to the RSOFC from the condensate tank, and supplies the electrical power to the RSOFC to electrolyze the water and to generate the hydrogen gas.","Condensate recovery for reversible solid oxide fuel cells. Embodiments described herein provide for water reclamation from the exhaust stream of a RSOFC while the RSOFC operates in fuel cell mode. The reclaimed water is stored for use by the RSOFC while in electrolysis mode. An embodiment includes a RSOFC, a condensate tank, a condenser, and a controller. The RSOFC generates electrical power and water vapor by consuming hydrogen gas in the fuel cell mode, and consumes electrical power and water to generate the hydrogen gas in the electrolysis mode. The condenser condenses the water vapor into water, and directs the water to the condensate tank. The controller, responsive to transitioning the RSOFC from the fuel cell mode to the electrolysis mode, supplies the water to the RSOFC from the condensate tank, and supplies the electrical power to the RSOFC to electrolyze the water and to generate the hydrogen gas"
10030254,10030254,hydrogenstorage,Maximizing production of hydrogen from waste materials by active removal of hydrogen,"The present invention provides a method of producing hydrogen from a waste material, comprising steps of fermenting 100 a fermentation mixture comprising the waste material in a reactor 1 with a headspace 1a under anaerobic conditions, removing 200 hydrogen from a gas from the headspace 1a during fermentation to produce a hydrogen gas and a remainder gas and recirculating 300 at least a portion of the remainder gas back to the headspace 1a. An apparatus for producing hydrogen and recirculating at least a portion of the remainder gas to the headspace 1a is also provided.","Maximizing production of hydrogen from waste materials by active removal of hydrogen. The present invention provides a method of producing hydrogen from a waste material, comprising steps of fermenting 100 a fermentation mixture comprising the waste material in a reactor 1 with a headspace 1a under anaerobic conditions, removing 200 hydrogen from a gas from the headspace 1a during fermentation to produce a hydrogen gas and a remainder gas and recirculating 300 at least a portion of the remainder gas back to the headspace 1a. An apparatus for producing hydrogen and recirculating at least a portion of the remainder gas to the headspace 1a is also provided"
10030816,10030816,hydrogenstorage,Fuel filling system and fuel filling method thereof,"The present invention provides a fuel filling system and a fuel filling method thereof that can determine the validity of information transmitted from a vehicle side while filling fuel with high accuracy. A hydrogen gas filling method of a hydrogen filling system includes: a step of filling hydrogen gas from a hydrogen station to a hydrogen tank under a predetermined filling control law (S2); and a determination step of determining whether a measurement error parameter corresponding to a difference between a filling amount of hydrogen gas calculated using information transmitted from the vehicle side and a filling amount of hydrogen gas calculated using a mass flow meter is within a predetermined permissible range (S9). In the filling step, the filling control law is changed after starting the filling of hydrogen gas, according to a determination result obtained in the determination step (S13 and S16).","Fuel filling system and fuel filling method thereof. The present invention provides a fuel filling system and a fuel filling method thereof that can determine the validity of information transmitted from a vehicle side while filling fuel with high accuracy. A hydrogen gas filling method of a hydrogen filling system includes: a step of filling hydrogen gas from a hydrogen station to a hydrogen tank under a predetermined filling control law (S2); and a determination step of determining whether a measurement error parameter corresponding to a difference between a filling amount of hydrogen gas calculated using information transmitted from the vehicle side and a filling amount of hydrogen gas calculated using a mass flow meter is within a predetermined permissible range (S9). In the filling step, the filling control law is changed after starting the filling of hydrogen gas, according to a determination result obtained in the determination step (S13 and S16)"
10035704,10035704,hydrogenstorage,Auto thermal reforming (ATR) catalytic structures,"An autothermal reforming catalytic structure for generating hydrogen gas from liquid hydrocarbons, steam and an oxygen source. The autothermal reforming catalytic structure includes a support structure and nanosized mixed metal oxide particles dispersed homogenously throughout the support structure.","Auto thermal reforming (ATR) catalytic structures. An autothermal reforming catalytic structure for generating hydrogen gas from liquid hydrocarbons, steam and an oxygen source. The autothermal reforming catalytic structure includes a support structure and nanosized mixed metal oxide particles dispersed homogenously throughout the support structure"
10046967,10046967,hydrogenstorage,Process for sulphur recovery with concurrent hydrogen production from NH3 containing feed,"Disclosed is a method for the production of hydrogen from a H2S-containing gas stream also containing ammonia, comprising subjecting both gas stream to catalytic oxidative cracking of both the H2S and the NH3, so as to form H2, S2 and N2. In this method, preferably, an additional amount of oxygen is added as compared to the amount used for H2S catalytic oxidative cracking. Also, preferably, the contact time of the gas stream with the catalyst is increased. The catalyst preferably is provided as a single bed, and then preferably comprises iron and molybdenum supported by a carrier comprising aluminum. The preferred carrier is alumina. The iron and molybdenum preferably are in the form of sulfides.","Process for sulphur recovery with concurrent hydrogen production from NH3 containing feed. Disclosed is a method for the production of hydrogen from a H2S-containing gas stream also containing ammonia, comprising subjecting both gas stream to catalytic oxidative cracking of both the H2S and the NH3, so as to form H2, S2 and N2. In this method, preferably, an additional amount of oxygen is added as compared to the amount used for H2S catalytic oxidative cracking. Also, preferably, the contact time of the gas stream with the catalyst is increased. The catalyst preferably is provided as a single bed, and then preferably comprises iron and molybdenum supported by a carrier comprising aluminum. The preferred carrier is alumina. The iron and molybdenum preferably are in the form of sulfides"
10053362,10053362,hydrogenstorage,Gas-loading and packaging method and apparatus,"A gas-loading and packaging system is provided for loading a solid material used in a hydrogen fuel cell with gas and packaging the solid material in a sealed container. The gas may comprise a hydrogen gas or other gas. The solid material may, for example, comprise palladium, a nickel alloy, platinum, or other metal. The solid material is loaded with gas by exposing the solid material to the gas under high pressure. When the solid material is exposed to gas under pressure, the gas absorbs into or adsorbs onto the solid material. The mass of the solid material is continuously monitored and used to determine when the solid material is loaded with the desired amount of gas. After the solid material is loaded with gas, high pressure is maintained while the solid material is packaged in a sealed container that is capable of retaining the high pressure gas.","Gas-loading and packaging method and apparatus. A gas-loading and packaging system is provided for loading a solid material used in a hydrogen fuel cell with gas and packaging the solid material in a sealed container. The gas may comprise a hydrogen gas or other gas. The solid material may, for example, comprise palladium, a nickel alloy, platinum, or other metal. The solid material is loaded with gas by exposing the solid material to the gas under high pressure. When the solid material is exposed to gas under pressure, the gas absorbs into or adsorbs onto the solid material. The mass of the solid material is continuously monitored and used to determine when the solid material is loaded with the desired amount of gas. After the solid material is loaded with gas, high pressure is maintained while the solid material is packaged in a sealed container that is capable of retaining the high pressure gas"
10053378,10053378,hydrogenstorage,Forward osmosis-type fresh water composite system,"According to one embodiment of the present invention, a forward osmosis-type fresh water composite system includes: a fuel cell device that has a cathode electrode in which carbon dioxide supplied from a plant is converted into carbonate ion (CO32−) and an anode electrode that produces electric energy by reacting the carbonate ion (CO32−) with hydrogen and discharges the carbon dioxide; and a carbon dioxide collection unit that reacts the carbon dioxide supplied from the fuel cell device and water supplied from the outside with ammonia separated from a draw solution separation unit so as to produce a high-concentration draw solution and then supplies the high-concentration draw solution to a forward osmosis separation device.","Forward osmosis-type fresh water composite system. According to one embodiment of the present invention, a forward osmosis-type fresh water composite system includes: a fuel cell device that has a cathode electrode in which carbon dioxide supplied from a plant is converted into carbonate ion (CO32−) and an anode electrode that produces electric energy by reacting the carbonate ion (CO32−) with hydrogen and discharges the carbon dioxide; and a carbon dioxide collection unit that reacts the carbon dioxide supplied from the fuel cell device and water supplied from the outside with ammonia separated from a draw solution separation unit so as to produce a high-concentration draw solution and then supplies the high-concentration draw solution to a forward osmosis separation device"
10056631,10056631,hydrogenstorage,Non-catalytic hydrogen generation process for delivery to a hydrodesulfurization unit and a solid oxide fuel cell system combination for auxiliary power unit application,"A non-catalytic hydrogen generation process is provided that supplies hydrogen to a hydrodesulfurization unit and a solid oxide fuel cell system combination, suitable for auxiliary power unit application. The non-catalytic nature of the process enables use of sulfur containing feedstock for generating hydrogen which is needed to process the sulfur containing feed to specifications suitable for the solid oxide fuel cell. Also, the non-catalytic nature of the process with fast dynamic characteristics is specifically applicable for startup and shutdown purposes that are typically needed for mobile applications.","Non-catalytic hydrogen generation process for delivery to a hydrodesulfurization unit and a solid oxide fuel cell system combination for auxiliary power unit application. A non-catalytic hydrogen generation process is provided that supplies hydrogen to a hydrodesulfurization unit and a solid oxide fuel cell system combination, suitable for auxiliary power unit application. The non-catalytic nature of the process enables use of sulfur containing feedstock for generating hydrogen which is needed to process the sulfur containing feed to specifications suitable for the solid oxide fuel cell. Also, the non-catalytic nature of the process with fast dynamic characteristics is specifically applicable for startup and shutdown purposes that are typically needed for mobile applications"
10056633,10056633,hydrogenstorage,Performance recovery method for fuel cell stack,"A method for recovering the performance of a fuel cell stack mounted within a vehicle is provided. A method includes a recovery process of continuously applying a predetermined load using a load device when an air supply is stopped and hydrogen is supplied to a fuel cell stack to output current from the fuel cell stack. Further, protons and electrons generated by hydrogen oxidation reaction at an anode are moved to a cathode, to produce hydrogen at the cathode and simultaneously remove oxide on the catalyst surface of the cathode.","Performance recovery method for fuel cell stack. A method for recovering the performance of a fuel cell stack mounted within a vehicle is provided. A method includes a recovery process of continuously applying a predetermined load using a load device when an air supply is stopped and hydrogen is supplied to a fuel cell stack to output current from the fuel cell stack. Further, protons and electrons generated by hydrogen oxidation reaction at an anode are moved to a cathode, to produce hydrogen at the cathode and simultaneously remove oxide on the catalyst surface of the cathode"
