record_id,patent_id,title,abstract,rep_claim,app_no,grant_no,pub_no,app_date,grant_date,assignee,current_owner,assignee_country,cpc_main_orig,cpc_main,cpc_all,family_id,family_size,n_backward_cites,n_forward_cites,n_claims,wips_key
17/072832,12094196,Robot and method for controlling thereof,"A includes a driver, and a processor configured to: based on an occurrence of an event for performing an operation, acquire target information corresponding to the operation and context information related to the robot, based on at least one of the target information or the context information, select an action plan, acquire action information based on the action plan, and control the driver such that an operation corresponding to the target information is performed based on the action information. The action plan is selected as a first action plan of performing an operation according to first action information stored in advance in the memory, a second action plan of performing an operation according to second action information generated based on the acquired target information and the acquired context information, and a third action plan of performing an operation according to third action information learned based on an operation pattern of the robot.","1. A robot comprising: a driver configured to move the robot;a memory configured to store at least one instruction and predetermined target information; anda processor configured to execute the at least one instruction to: based on an occurrence of an event for performing an operation, acquire current target information corresponding to the operation and current context information related to the robot,based on at least one from among the acquired current target information and the acquired current context information, select an action plan among a first action plan for performing the operation according to first action information stored in advance in the memory, a second action plan for performing the operation according to second action information based on the acquired current target information and the acquired current context information, and a third action plan for performing the operation according to third action information corresponding to the acquired current context information, wherein the third action information is obtained based on an operation pattern of the robot learned based on a plurality of operations of the robot previously performed over time, wherein the predetermined target information is information for executing the first action plan, the first action plan being stored in advance in the memory,acquire at least one action information based on the selected action plan, andcontrol the driver to perform the operation corresponding to the acquired current target information based on the at least one action information, wherein the processor is further configured to:determine whether the acquired current target information corresponds to the predetermined target information stored in the memory,based on determining that the acquired current target information corresponds to the predetermined target information stored in the memory, select the first action plan stored in advance in the memory, acquire the first action information stored in advance in the memory, and control the driver to perform the operation based on the acquired first action information, andbased on determining that the acquired current target information does not correspond to the predetermined target information stored in the memory, select one action plan among the second action plan and the third action plan, and control the driver to perform the operation based on the selected one action plan, wherein the processor is further configured to:based on determining that the acquired current target information does not correspond to the predetermined target information stored in the memory, determine whether the third action plan corresponding to the acquired current context information is stored in the memory,based on determining that the third action plan is stored in the memory, select the third action plan, acquire the third action information corresponding to the third action plan from the memory, and control the driver to perform the operation based on the acquired third action information, andbased on determining that the third action plan is not stored in the memory, select the second action plan, generate the second action information based on the acquired current target information and the acquired current context information, and control the driver to perform the operation based on the generated second action information, and wherein the processor is further configured to:store information on the plurality of operations of the robot in the memory, wherein the stored information on the plurality of operations includes a plurality of driving paths of the robot and a plurality of pieces of action information corresponding to the plurality of driving paths of the robot,analyze whether the plurality of pieces of action information include action information having a specific pattern, andbased on the plurality of pieces of action information including the action information having the specific pattern, store the action information having the specific pattern in the memory in a form of a look-up table in which target information of the robot, context information of the robot, a driving path of the robot and an action of the robot are matched with each other, andwherein the processor is further configured to: identify whether the current target information and the current context information match the target information and the context information stored in the look-up table, respectively, andselect the third action plan corresponding to the target information and the context information stored in the look-up table based on the current target information and the current context information matching the target information and the context information stored in the look-up table, respectively.",17/072832,12094196,2021-0162593,2020-10-16,2024-09-17,"SAMSUNG ELECTRONICS CO., LTD.","SAMSUNG ELECTRONICS CO., LTD.",KR,G06V-0020/10,G05D-0001/628,G05D-0001/628 | G05D-0001/661 | G06F-0018/24133 | G06V-0020/10 | G06V-0010/82 | B25J-0009/163 | B25J-0009/1666 | G05D-0001/0088 | G05D-0001/0221 | G05D-0001/0225 | G05D-0001/0238 | G05D-0001/0246,106012593,6,32,2,13,4924038005894
17/610064,12151367,Gripper and robot,"The present disclosure relates to a gripper and a robot. The gripper according to the present disclosure includes at least three guiding rails arranged head to tail in sequence, at least three gripping fingers respectively disposed on the at least three guiding rails and a driving mechanism. A first end of each of the gripping fingers is slidably connected to the corresponding guiding rail and a second end of each of the gripping fingers is for contacting the object to be gripped. The driving mechanism drives each of the gripping fingers to move along the corresponding guiding rail, so that the second end of each of the gripping fingers moves toward or away from a gripping center of the gripper.","1. A gripper, comprising: at least three guiding rails arranged head to tail in sequence;at least three gripping fingers respectively disposed on the at least three guiding rails, each of the gripping fingers comprising a first end slidably connected to a corresponding one of the at least three guiding rails and a second end configured to contact an object to be gripped; anda driving mechanism configured to drive each of the gripping fingers to move along the corresponding one of the at least three guiding rails, so that the second end of each of the gripping fingers moves toward or away from a gripping center of the gripper;wherein each of the gripping fingers includes a column portion, a lateral extension portion, and a gripping portion that are connected in sequence, wherein a first end of the column portion forms the first end of each of the gripping fingers and is slidably connected to the corresponding one of the at least three guiding rails through a slider, the lateral extension portion comprising a first end connected to a second end of the column portion and a second end connected to the gripping portion, and the gripping portion forms the second end of each of the gripping fingers; andwherein the lateral extension portion is inclined relative to the corresponding one of the at least three guiding rails, and the lateral extension portion and the corresponding one of the at least three guiding rails define an obtuse angle range within which the gripping center is located.",17/610064,12151367,2022-0305675,2020-10-16,2024-11-26,"SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD. | FLEXIV LTD.","SHANGHAI FLEXIV ROBOTICS TECHNOLOGY CO., LTD. | FLEXIV LTD.",CN | GB,B25J-0015/08,B25J-0015/0286,B25J-0015/0286 | B25J-0015/08 | B25J-0015/10,28831912,2,8,2,14,4924048001615
17/755184,12263592,"Autonomous mobile body, information processing method, and information processing device","Provided is an autonomous mobile body, an information processing method, and an information processing device that enable a user to experience discipline for the autonomous mobile body. The autonomous mobile body includes a recognition unit that recognizes an instruction given, an action planning unit that plans an action on the basis of the instruction recognized, and an operation control unit that controls execution of the action planned, in which the action planning unit changes a detail of a predetermined action as an action instruction that is an instruction for the predetermined action is repeated. The present technology can be applied to a robot, for example.","1. An autonomous mobile body, comprising: a central processing unit (CPU) unit configured to: recognize a first action instruction associated with a first action;determine a first number of times the first action instruction is repeated;change a detail of the first action based on the determined first number of times the first action instruction is repeated;determine a second number of times the first action instruction is completed out of the determined first number of times the first action instruction is repeated;improve a proficiency level of the first action based on an increase in the determined second number of times the first action instruction is completed;plan the first action based on the first action instruction, the changed detail of the first action, and the improved proficiency level of the first action; andcontrol execution of the planned first action.",17/755184,12263592,2022-0355470,2020-10-16,2025-04-01,SONY GROUP CORPORATION,SONY GROUP CORPORATION,JP,B25J-0009/163,A63H-0011/18,A63H-0011/18 | B25J-0009/163 | B25J-0009/162 | B25J-0009/1694 | B25J-0011/001 | B25J-0013/00 | B62D-0057/032 | A63H-0011/20 | A63H-2200/00 | G05B-2219/39441,105678509,6,10,1,16,4925014002062
17/429330,11534878,Processing apparatus,"A processing apparatus 1 includes: a workpiece-set-position recognition unit 114 that moves an arm distal-end portion to a specified position measurement point to measure a shape of a workpiece in a workpiece set state in which the workpiece is positioned by a workpiece positioning unit, and thereby recognizes a set position of the workpiece; a processing-point-information generation unit 115 that, based on the set position of the workpiece and processing-target-portion information 124 indicating a position of a target portion of the workpiece for specified processing, generates processing-point information 125 indicating a processing point which is a movement point of the arm distal-end portion to perform the specified processing on the workpiece using a processing tool in the workpiece set state; and a workpiece-processing control unit 116 that moves the arm distal-end portion to the processing point based on the processing-point information 125 to perform the specified processing on the workpiece using the processing tool.","1. A processing apparatus comprising: an articulated robot having an arm distal-end portion to which a processing tool and a shape measurement unit that is a sensor are attached,a workpiece receiving unit which includes a guide and on which a workpiece is placed with movement of the workpiece restricted by the guide, anda processor, wherein the processor: moves the arm distal-end portion to a specified position measurement point to measure a shape of the workpiece in a workpiece set state in which the workpiece is positioned by the workpiece receiving unit, and thereby recognizes a set position of the workpiece;measures the shape of the workpiece using the shape measurement unit to recognize a position of a portion to be processed of the workpiece in partial processing for processing a part of the workpiece and, based on the position of the portion to be processed, generates processing-target-portion information indicating a position of a target portion of the workpiece for the partial processing;based on the set position of the workpiece recognized and the processing-target-portion information generated, generates processing-point information indicating a processing point which is a movement point of the arm distal-end portion to perform the partial processing on the workpiece using the processing tool in the workpiece set state; andmoves the arm distal-end portion to the processing point based on the processing-point information to perform the specified processing on the workpiece using the processing tool,the shape measurement unit measures a distance between the shape measurement unit and a measurement target at a plurality of distance measurement points within a measurement area in a specified direction,the processor calculates group data of length measurement values at a plurality of positions on the workpiece in the specified direction from distance measurement values at the plurality of distance measurement points, the distance measurement values being measured on the workpiece by the shape measurement unit, calculates a plurality of length measurement values on the workpiece in the specified direction within the measurement area, and recognizes the position of the portion to be processed of the workpiece by extracting an end point of the portion to be processed by smoothing the plurality of length measurement values by a moving average method, determining a search range for the position of the portion to be processed based on first-order derivative values of the smoothed length measurement values, and searching the search range for a peak point of second-order derivative values of the length measurement values subjected to the smoothing.",17/429330,11534878,2022-0203491,2020-10-19,2022-12-27,"NIHON SHORYOKU KIKAI CO., LTD.","NIHON SHORYOKU KIKAI CO., LTD.",JP,B23Q-0015/12,B23Q-0015/12,B23Q-0015/12 | B25J-0011/005 | B23Q-0017/22 | B24B-0009/20 | B24B-0027/0038 | B25J-0009/1684 | B26D-0001/0006 | B26D-0003/00 | B26D-0005/00 | B26D-0005/005 | G05B-0019/401 | B26D-2001/0053 | B26D-2001/006 | G05B-2219/37275 | G05B-2219/40564,112264992,9,21,2,3,4922052001755
17/640029,12194619,"Foot structure of legged mobile robot, and legged mobile robot","A floor reaction force to a foot of a legged mobile robot is detected with a suitable degree of accuracy, by use of a strain sensor having comparatively low sensitivity. The foot includes an upper frame connected to a movable leg, a lower frame which is disposed under the upper frame and contacts with a walking surface, a strain generating member which is connected to the upper frame and the lower frame at different positions from each other in top plan view and undergoes bending deformation according to a change in distance or inclination between the instep member and the sole member, and a plurality of strain sensors disposed at positions different from each other on the strain generating member.","1. A foot structure of a legged mobile robot, which is a structure of a foot provided at a lower end of a movable leg of the legged mobile robot, the foot structure comprising: an instep member connected to the movable leg;a sole member which is disposed under the instep member and contacts with a walking surface;a strain generating member which is connected to the instep member and the sole member at different positions from each other in top plan view and undergoes bending deformation according to a change in distance or inclination between the instep member and the sole member; anda plurality of strain sensors disposed at positions different from each other on the strain generating member, wherein:the strain generating member extends in a horizontal direction,the strain generating member extends one-dimensionally, has a first position and a second position as connection positions to one of the instep member and the sole member, and has, between the first position and the second position, a third position as a connection position to the other of the instep member and the sole member,the strain sensors are individually installed between the first position and the third position and between the second position and the third position, andwherein at least one of:(i) the first position and the second position are symmetrical positions with respect to the third position, and the strain sensors installed on opposite sides of the third position are installed at positions symmetrical with respect to the third position, and(ii) the strain generating members are disposed on two sides, which are opposed to each other, of a rectangular shape that includes sides extending along a forward and rearward direction of the foot and sides extending in a leftward and rightward direction of the foot.",17/640029,12194619,2022-0314467,2020-10-19,2025-01-14,SONY INTERACTIVE ENTERTAINMENT INC.,SONY INTERACTIVE ENTERTAINMENT INC.,JP,B25J-0017/0283,B25J-0017/0283,B25J-0017/0283 | B25J-0013/085 | B25J-0015/0019 | B25J-0019/02 | B62D-0057/032,86630761,4,7,0,9,4925003002040
17/763226,11813742,Foot structure of legged mobile robot and legged mobile robot,"A configuration that exerts floor reaction force directly to a force sensor in a foot of a legged mobile robot requires a sensor having a large withstand load. A foot (10f) includes an upper frame (44) that is connected to a movable leg and receives the load of a robot, a lower frame (48) that is deployed under the upper frame (44) and contacts with a walking surface, a high rigidity spring (50) attached the lower frame (48) and elastically supporting the upper frame (44) against the load, and a plurality of sensor mechanisms that detect floor reaction force at positions different from each other on the lower frame (48). Each of the sensor mechanisms includes a force sensor (62) attached to one of the upper frame (44) and the lower frame (48) and a sensor spring (52) that is an elastic body having rigidity lower than that of the high rigidity spring (50) and has a supporting point deployed on the other one of the upper frame (44) and the lower frame (48) so as to exert pressing force to the force sensor (62) according to a change of the distance between the upper frame (44) and the lower frame (48).","1. A foot structure of a legged mobile robot, which is a structure of a foot provided at a lower end of a movable leg of the legged mobile robot, the foot structure comprising: an instep member that is connected to the movable leg and receives a load of the legged mobile robot;a sole member that is deployed under the instep member and contacts with a walking surface;an elastic supporting member that is attached to the sole member and elastically supports the instep member against the load; anda plurality of sensor mechanisms that detect floor reaction force at positions different from each other on the sole member,wherein: each of the plurality of sensor mechanisms includes: a force sensor provided on one of the instep member and or the sole member, anda sensor pressing member that: is an elastic body having a rigidity lower than that of the elastic supporting member,exerts a pressing force to the force sensor, according to a change in distance between the instep member and the sole member, andhas a supporting point deployed on the other of the instep member or the sole member at a position not vertically aligned with the force sensor such that the force sensor is closer to an outer edge of the foot structure than the supporting point,the force sensor is attached to the instep member,the supporting point of the sensor pressing member is deployed on the sole member,each of the plurality of sensor mechanisms is provided at an angular portion corresponding to each of vertices of a rectangular shape including sides extending along a forward and rearward direction of the foot and sides extending along a leftward and rightward direction of the foot,the sensor pressing member is a leaf spring extending along a diagonal line of the rectangular shape, andthe sole member has, on the diagonal line, a spring mount to which the sensor pressing member is attached, as the supporting point thereof.",17/763226,11813742,2022-0355465,2020-10-19,2023-11-14,SONY INTERACTIVE ENTERTAINMENT INC.,SONY INTERACTIVE ENTERTAINMENT INC.,JP,B25J-0005/00,B25J-0005/00,B25J-0005/00 | B25J-0013/085 | B25J-0019/0091 | B25J-0019/02 | B62D-0057/032,21120032,4,6,3,6,4923046001738
17/074178,11745360,Compliant inner lip on a vacuum gripper,"Various embodiments disclosed herein provide for a lip assembly for a vacuum gripper or suction device that is designed to work well with both soft flexible packages and articles with rigid surfaces. The lip assembly can have a compliant or flexible inner lip that soft packages can blossom over when suction is applied, while the outer lip of the lip assembly is also suited to working with hard, rigid packages. The vacuum gripper can be mounted on an end of arm tool of a robotic arm and can therefore be configured to work with a wide variety of packages and package types. The small footprint achieved by having a single vacuum gripper that is able to work with both types of packages enables a better opportunity to pick individual packages at one time and maintain a grasp on the package during medium to high-speed transport.","1. A method comprising: gripping one or more types of packages using a suction device attached to an end of robotic manipulator, the suction device comprising:a main body;a lip assembly attached to the main body, wherein the lip assembly comprises: an outer lip;an inner lip; anda collar attached to the main body that defines a first cavity into which a top portion of the inner lip is inserted and locked,wherein a bottom portion of the inner lip in a second cavity and the outer lip are configured to grasp a package such that a surface of the package contacts an inner surface of the inner lip inside the second cavity, andwherein a diameter of an inner surface of the main body is greater than a diameter of an opening formed by the inner lip of the lip assembly, andwherein the inner lip is formed of a first material more flexible than a second material of the lip assembly surface.",17/074178,11745360,2021-0129354,2020-10-19,2023-09-05,"INTELLIGRATED HEADQUARTERS, LLC","INTELLIGRATED HEADQUARTERS, LLC",US,B25J-0015/0683,B25J-0015/0683,B25J-0015/0683 | B25J-0015/04 | B65H-0067/065 | B66C-0001/0206,28678038,2,13,11,7,4923036001999
17/073983,11717970,"Controller, control method using controller, and control system","A controller for controlling an operation of a machine or a robot for handling an object by includes: a sensor signal acquisition unit that acquires a signal from a sensor that outputs three-dimensional point cloud data and a corresponding camera image of an imaging subject; a region acquisition unit that acquires a region having a height lower than a predetermined value; a non-object region setting unit that sets, as a non-object region, a region of the camera image corresponding to the acquired region; a complementary color setting unit that sets a color of the non-object region to a color complementary to a color of the object; an object position recognition unit that recognizes a position of the object relative to the imaging subject from the camera image; and an operation control unit that controls the operation of the machine or the robot using at least the recognized position.","1. A controller for controlling an operation of a machine or a robot for handling an object by recognizing a position of the object, the controller comprising: a memory configured to store a program; anda processor configured to execute the program and control the controller to:acquire a signal from a sensor that outputs three-dimensional point cloud data and that also outputs a corresponding camera image of an imaging subject on which the object may be placed;determine from the three-dimensional point cloud data of the imaging subject that an object is present on the imaging subject by determining that there is a region having a height higher than a predetermined value and acquire a region having a height lower than the predetermined value from the three-dimensional point cloud data of the imaging subject;set, as a non-object region, a region of the camera image corresponding to the region acquired;set a color of the non-object region to a color complementary to a color of the object;recognize a position of the object relative to the imaging subject from the camera image in which the color of the region set as the non-object region has been set to the complementary color;recognize a height of the object from the three-dimensional point cloud data, and set a level at which the robot is to grip the object; andcontrol the operation of the machine or the robot using at least the position and the height recognized.",17/073983,11717970,2021-0129342,2020-10-19,2023-08-08,FANUC CORPORATION,FANUC CORPORATION,JP,B25J-0009/1697,G06T-0007/11,G06T-0007/11 | B25J-0009/1697 | B25J-0013/089 | B25J-0019/023 | G05B-2219/40607 | G06T-2207/10024 | G06T-2207/10028,107576419,4,14,1,6,4923032001832
17/074137,11648664,Method for controlling a robot and robot controller,"A method for controlling a robot using control parameter values from a non-Euclidean control parameter space. The method includes performing a Bayesian optimization of an objective function representing a desired control objective of the robot over the control parameter space, wherein evaluation points of the objective function are determined by searching an optimum of an acquisition function in an iterative search. In each iteration, the following are performed: updating a candidate evaluation point using a search direction in the tangent space of the parameter space at the candidate evaluation point, mapping the updated candidate evaluation point from the tangent space to the parameter space, and using the mapped updated candidate evaluation point as evaluation point for a next iteration until a stop criterion is fulfilled, and controlling the robot in accordance with a control parameter value found in the Bayesian optimization.","1. A computer-implemented method for controlling a robot using control parameter values from a non-Euclidean control parameter space the method comprising: performing a Bayesian optimization of an objective function representing a desired control objective of the robot over a control parameter space, wherein evaluation points of the objective function are determined by searching an optimum of an acquisition function in an iterative search, including, in each iteration: updating a candidate evaluation point using a search direction in a tangent space of the parameter space at the candidate evaluation point,mapping the updated candidate evaluation point from the tangent space to the parameter space, andusing the mapped updated candidate evaluation point as candidate evaluation point for a next iteration until a stop criterion is fulfilled;controlling the robot in accordance with a control parameter value found in the Bayesian optimization;determining the search direction according to the conjugate gradient method; anddetermining a search direction for the mapped updated candidate evaluation point by modifying a gradient of the acquisition function at the mapped updated candidate evaluation point by a multiple of the search direction at the candidate evaluation point mapped to the tangent space of the parameter space at the mapped updated candidate evaluation point by parallel transport.",17/074137,11648664,2021-0122037,2020-10-19,2023-05-16,ROBERT BOSCH GMBH,ROBERT BOSCH GMBH,DE,B25J-0009/163,G06N-0007/01,G06N-0007/01 | G06N-0005/01 | G06N-0020/10 | B25J-0009/163 | G06N-0003/006 | B25J-0009/1664 | G05B-0019/4155 | G05B-2219/40269,86122519,3,4,7,12,4923020001640
17/075160,11476628,System for automatic robotic cable connector assembly using a cartridge,"An automatic-robotic-system-for-cable assembly system and method is provided. The method and system are configured to use a cartridge which holds one or both ends of the cable. The cartridge moves along an automatic cable assembly line, with the line segmented into different stages, at which a process is performed by a specific machine. Different machines, such as actuators or modular machines, perform operations on the cartridge at the different stages. In preparation for or as part of the operations, the actuators or modular machines may directly physically apply one or more forces to a cable held by the cartridge, causing the cable to spool toward or away from the modular machines.","1. A cable processing system comprising: a cartridge configured to hold a cable and to interface with a machine at a station in order to process the cable, the cartridge comprising: a base structure comprising a connector configured to connect to a conveyor in order to move the cartridge to the station;first pincers configured to hold a first part of the cable; andsecond pincers configured to hold to a second part of the cable;at least one actuator device external to the cartridge and comprising at least two rollers, wherein at least one of the at least two rollers comprises a driven roller to impart a motive force directly onto at least a part of the cable; andwherein the at least one actuator device is configured to: move at least one of the at least two rollers toward the cartridge into physical contact with the cable on the cartridge; andgenerate the motive force while both of the at least two rollers are in physical contact with opposite sides of the cable in order to impart the motive force directly onto the at least a part of cable thereby spooling at least one end of the cable toward or away from the machine.",17/075160,11476628,2021-0143604,2020-10-20,2022-10-18,"Frisimos, Ltd.",FRISIMOS LTD,IL,H01R-0043/28,Y10T-0029/5313,Y10T-0029/5313 | H01R-0043/28 | B25J-0011/00 | H02G-0001/1248 | H01R-0031/06,28578648,2,35,2,20,4922042006824
17/075649,,METHOD AND APPARATUS OF CONTROL FOR ROBOTIC SWARMS,"A method, system, and/or computer program product controls movements and adjusts operations of a robot or collection of robots over a computer network. The system allows for the dynamic creation of cloud message queues, and uses a hierarchical message format and weight matrix collapse method to allow multi-entity deconfliction of control messages so that multiple operators, either human or intelligent software agents, may simultaneously control one or more robots or subassemblies of robots and/or other electronic/mechatronic devices.","1. A method of encoding and deconflicting control information to adjust operations of robotic systems that enables one or more operators be dynamically assigned, the computer-implemented method comprising: configuring a discovery system operatively associating one or more cloud cores, one or more controllers, and a plurality of robots;providing a hierarchal message format system comprising at least three layers of message composition;encoding for message generation time, message dispatch time, message origin, sender global position, operating state of either normal or exception, and control inputs;distributing message delivery and partial deconfliction between the one or more controllers, the plurality of cloud cores, in either public or private cloud infrastructure, and on-robot computers over a network;resolving on-robot conflicts for control inputs generated by the one or more controllers not already deconflicted in each cloud core; andstopping a robot of the plurality of robots if no control inputs are received for said robot after a timeout interval.",17/075649,,2022-0118622,2020-10-20,,Imran Hasan Peerbhai,,US,B25J-0009/1679,H04L-0061/5007,H04L-0061/5007 | H04L-0067/52 | H04L-0061/45 | H04L-0067/10 | H04L-0067/02 | H04L-0067/12,28647147,1,2,4,11,5422016001487
17/076135,11675436,Hybrid interface for simultaneous biosensing and user input,"Dynamically adjustable EDA measurement device may include: a dynamically formable base comprising a soft robotics material, wherein the dynamically formable base comprises a formable surface configured to be dynamically formed in response to input signals; and an EDA sensing layer affixed to the formable surface of the dynamically formable base, the EDA sensing layer comprising a plurality of electrodes arranged on a flexible substrate and configured to be connected to a power supply; wherein, in response to input signals, the formable surface of the dynamically formable base and the EDA sensing layer affixed thereto are reformed into a desired contour.","1. A dynamically formable electrodermal activity (EDA) sensor, comprising: a dynamically formable base comprising a soft robotics material, wherein the dynamically formable base comprises a formable surface configured to be dynamically formed in response to input signals;an EDA sensing layer affixed to the formable surface of the dynamically formable base, the EDA sensing layer comprising a plurality of sensors connected to a power supply, each sensor of the plurality of sensors comprising a pair of electrodes arranged on a common surface of a flexible substrate affixed to the formable surface of the dynamically formable base;an actuation layer comprising a plurality of touch-sensitive actuation points, the actuation layer disposed between the EDA sensing layer and the formable surface, anda processor configured to determine an EDA of a user based on EDA measurements from the EDA sensing layer, wherein the input signals are based on the determined EDA of the user,wherein, in response to the input signals, the formable surface of the dynamically formable base and the EDA sensing layer affixed thereto are reformed into a desired contour.",17/076135,11675436,2022-0121285,2020-10-21,2023-06-13,TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA KABUSHIKI KAISHA,JP,G06F-0003/015,G06F-0003/0446,G06F-0003/0446 | G06F-0003/015 | A61B-0005/0533 | A61B-0005/165 | A61B-0005/18 | B25J-0013/084 | G06F-0003/011 | G06F-0003/014 | G06F-0003/016 | A61B-2562/0247 | A61B-2562/164 | G06F-2203/011 | G06F-2203/04105,28653071,2,20,4,20,4923024004038
17/076755,12232836,"Apparatus, systems and methods for dynamic online kinematic adaptation of medical robots","In a robotic medical system comprising a staging kinematic chain coupled to a plurality of independently articulable robotic arms capable of motion with one or more degrees of freedom, a first configuration of robotic arms may be determined based on a first inverse kinematic model including the robotic arms and assuming a static staging kinematic chain. The first configuration may effectuate desired poses of instruments coupled to the robotic arms. A set of control parameter values associated with the robotic arms may be determined based on the first configuration, and, when a determined control parameter value falls outside a corresponding control parameter range, a staging kinematic chain pose and a second configuration of the robotic arms to effectuate the desired poses of the instruments may be determined. The second configuration is determined using a second inverse kinematic model that includes the robotic arms and assumes a mobile staging kinematic chain.","1. A method on a robotic medical system comprising a staging kinematic chain capable of motion with one or more degrees of freedom (DOF), wherein the staging kinematic chain is coupled to a plurality of independently articulable robotic arms, the method comprising: determining a first configuration of the robotic arms based on a first inverse kinematic model that includes the robotic arms and assumes that the staging kinematic chain is static, wherein: the first configuration of the robotic arms effectuates one or more corresponding desired poses of one or more instruments coupled to the robotic arms;proximal ends of the robotic arms are coupled to a same mobile portion of the staging kinematic chain; andthe first inverse kinematic model is based on a plurality of independent kinematic chains, wherein each independent kinematic chain corresponds to a distinct robotic arm;determining a set of control parameter values associated with one or more of the robotic arms based on the first configuration; anddetermining, in response to at least one determined control parameter value falling outside a corresponding control parameter range of the parameter values, a pose of the staging kinematic chain and a second configuration of the robotic arms to effectuate the one or more corresponding desired poses of the one or more instruments, wherein the second configuration is determined based on a second inverse kinematic model that includes the robotic arms and assumes that the staging kinematic chain is mobile.",17/076755,12232836,2021-0121253,2020-10-21,2025-02-25,"AURIS HEALTH, INC.","AURIS HEALTH, INC.",US,A61B-0034/35,A61B-0034/35,A61B-0034/35 | A61B-0034/37 | A61B-0034/20 | A61B-0034/74 | A61B-0034/76 | B25J-0009/0072 | B25J-0009/0087 | B25J-0009/1607 | B25J-0009/1682 | B25J-0009/162 | G05B-2219/39172,88097452,2,7,6,19,4925009001634
17/077937,11794350,Interactive tactile perception method for classification and recognition of object instances,"A controller is provided for interactive classification and recognition of an object in a scene using tactile feedback. The controller includes an interface configured to transmit and receive the control, sensor signals from a robot arm, gripper signals from a gripper attached to the robot arm, tactile signals from sensors attached to the gripper and at least one vision sensor, a memory module to store robot control programs, and a classifier and recognition model, and a processor to generate control signals based on the control program and a grasp pose on the object, configured to control the robot arm to grasp the object with the gripper. Further, the processor is configured to compute a tactile feature representation from the tactile sensor signals and to repeat gripping the object and computing a tactile feature representation with the set of grasp poses, after which the processor, processes the ensemble of tactile features to learn a model which is utilized to classify or recognize the object as known or unknown.","1. A controller for interactive classification and recognition of an object in a scene using tactile feedback, comprising: an interface configured to transmit and receive the control signals and sensor signals from a robot arm, gripper signals from a gripper attached to the robot arm, tactile signals from sensors attached to the gripper and at least one vision sensor;a memory module to store robot control programs, and a classifier and recognition model; anda processor configured to generate control signals based on the control program and a grasp pose on the object, and configured to control the robot arm to grasp the object with the gripper, and wherein the processor is further configured to:compute a tactile feature representation from the tactile sensor signals, wherein the processor is configured to repeat gripping the object and computing a tactile feature representation with the set of grasp poses, after which the processor, wherein tactile feature descriptors are based on a 3D representation for local geometry of the object, wherein the tactile feature descriptors are 3D tactile feature descriptors based on the 3D representation for the local geometry of the object, wherein the 3D tactile feature descriptor is computed as:generating a 3D pressure map based from the tactile sensor signals;computing surface normals from the 3D pressure maps; andcomputing a 3D tactile feature descriptor from the 3D pressure maps and surface normals;andprocesses the ensemble of tactile features to learn a model which is utilized to classify or recognize the object as known or unknown.",17/077937,11794350,2022-0126453,2020-10-22,2023-10-24,"MITSUBISHI ELECTRIC RESEARCH LABORATORIES, INC.","MITSUBISHI ELECTRIC RESEARCH LABORATORIES, INC.",US,B25J-0009/1697,G06V-0020/10,G06V-0020/10 | G06N-0020/00 | G06T-0007/70 | B25J-0009/1697 | B25J-0009/1612 | B25J-0009/163 | B25J-0009/1694 | B25J-0013/08 | B25J-0013/084 | B25J-0015/0033 | G01L-0001/02 | G05B-2219/39543 | G05B-2219/40553 | G05B-2219/40575 | G05B-2219/40625 | G06T-2207/20081,86130812,5,8,8,21,4923043002111
17/078981,11839986,Systems and methods for active perception and coordination between robotic vision systems and manipulators,"The present disclosure generally relates to a robotic control system and method that utilizes active perception to gather the relevant information related to a robot, a robotic environment, and objects within the environment, and allows the robot to focus computational resources where needed, such as for manipulating an object. The present disclosure also enables viewing and analyzing objects from different distances and viewpoints, providing a rich visual experience from which the robot can learn abstract representations of the environment. Inspired by the primate visual-motor system, the present disclosure leverages the benefits of active perception to accomplish manipulation tasks using human-like hand-eye coordination.","1. A robotic control system that utilizes active coordination to track an object, comprising: a robot having an end-effector;an imaging device configured to track a region of interest on the object; andone or more processors communicatively coupled to the robot and the imaging device,wherein the one or more processors are configured to collectively analyze operational data received from the robot and video data received from the imaging device,wherein the one or more processors are configured to collectively: generate imaging device commands to adjust the imaging device based on the analyzed operational data and video data; andgenerate robot commands to adjust the robot, so that the region of interest continues to be tracked as the robot manipulates the object.",17/078981,11839986,2021-0122053,2020-10-23,2023-12-12,KINDRED SYSTEMS INC. | KINDRED SYSTEMS II INC.,KINDRED SYSTEMS INC. | KINDRED SYSTEMS II INC.,US | CA,B25J-0009/1697,G06N-0003/0464,G06N-0003/0464 | G06N-0003/0895 | G06N-0003/091 | G06N-0003/092 | H04N-0023/54 | H04N-0023/61 | H04N-0023/661 | H04N-0023/687 | H04N-0023/69 | H04N-0023/695 | H04N-0023/90 | H04N-0023/23 | G06N-0020/00 | G06T-0007/246 | G06T-0007/70 | B25J-0009/1697 | B25J-0009/163 | B25J-0009/1669 | B25J-0013/08 | G06T-0007/20 | G05B-2219/39271 | G05B-2219/39288 | G05B-2219/40591 | G05B-2219/40607 | G06N-0003/08 | G06T-2207/10016 | G06T-2207/20081 | G06T-2207/20084,28711010,3,11,10,21,4923050001547
