record_id,등록번호,발명의 명칭,출원인,출원인_norm,출원인_그룹,출원인_국적1,출원일,WIPS패밀리 ID,Current CPC Main,relevance_score,candidate_type,label_v1,gold_v1_1,adjust
16/055650,10953538,Control device and learning device,Fanuc Corporation,FANUC,FANUC,JP,2018-08-06,17437317,B25J-0009/163,0.85,positive,GRAY,True,
16/117518,10737385,"Machine learning device, robot system, and machine learning method",FANUC CORPORATION,FANUC,FANUC,JP,2018-08-30,17451304,B25J-0009/163,0.85,positive,GRAY,True,
16/133704,10710241,Controller for limiting speed of robot component,FANUC CORPORATION,FANUC,FANUC,JP,2018-09-18,17463256,B25J-0009/1666,0.85,positive,GRAY,True,
16/189187,10864630,Control device and machine learning device,Fanuc Corporation,FANUC,FANUC,JP,2018-11-13,17486255,B25J-0009/1612,0.85,positive,GRAY,True,
16/178601,10828776,Control device for limiting speed of robot,FANUC CORPORATION,FANUC,FANUC,JP,2018-11-02,17490426,B25J-0009/1651,0.85,positive,GRAY,True,
16/196598,11130234,Robot and collision detection method therefor,FANUC CORPORATION,FANUC,FANUC,JP,2018-11-20,17490428,B25J-0009/1666,0.85,positive,GRAY,True,
16/237156,11207777,Robot controlling device and automatic assembling system,"Hitachi, Ltd.",HITACHI,HITACHI,JP,2018-12-31,17510399,B25J-0009/1666,0.85,positive,GRAY,True,
16/266231,11207788,Hand control apparatus and hand control system,FANUC CORPORATION,FANUC,FANUC,JP,2019-02-04,17558253,B25J-0013/082,0.85,positive,GRAY,True,
16/386140,11285603,"Information processing apparatus, control method, robot system, and storage medium",Canon Kabushiki Kaisha,CANON,CANON,JP,2019-04-16,17564154,B25J-0009/1664,0.85,positive,GRAY,False,제외:산업용 주변기술(일반제어·진동·경로·측정·교시UI·공정)
16/710656,11833682,"Robot, method, and manipulating system",TOYOTA JIDOSHA KABUSHIKI KAISHA,TOYOTA JIDOSHA,TOYOTA,JP,2019-12-11,17663864,B25J-0009/1612,0.85,positive,GRAY,True,
17/935293,12097619,Predictive control method for torque-rate control and vibration suppression,FANUC CORPORATION,FANUC,FANUC,JP,2022-09-26,18217664,B25J-0009/1633,0.85,positive,GRAY,True,
15/562899,10751884,"Joint actuator, and joint structure of leg-supporting robot comprising same","ANGEL ROBOTICS CO., LTD.",ANGEL ROBOTICS,ANGEL ROBOTICS,KR,2016-04-07,24329215,B25J-0013/04,0.85,positive,GRAY,True,
16/463117,11253993,Method for modeling robot simplified for stable walking control of bipedal robot,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR,2017-03-29,24533839,B25J-0009/0006,0.85,positive,T1_auto,True,
15/572488,10807232,Articulated robot actuator,"ANGEL ROBOTICS CO., LTD.",ANGEL ROBOTICS,ANGEL ROBOTICS,KR,2016-06-07,24352857,B25J-0009/06,0.85,positive,GRAY,True,
16/165413,10987805,System and method for balance control of humanoid,Korea Institute of Science and Technology,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KOREA INSTITUTE OF SCIENCE AND TECHNOLOGY,KR,2018-10-19,24682209,B25J-0009/1633,0.85,positive,T1_auto,True,
16/732524,11104007,Apparatus and method for controlling robot,Research & Business Foundation Sungkyunkwan University,RESEARCH & BUSINESS FOUNDATION SUNGKYUNKWAN UNIVERSITY,RESEARCH & BUSINESS FOUNDATION SUNGKYUNKWAN UNIVERSITY,KR,2020-01-02,24802995,B25J-0013/085,0.85,positive,GRAY,True,
14/978445,9975249,Neuromuscular model-based sensing and control paradigm for a robotic leg,Massachusetts Institute of Technology,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US,2015-12-22,27748913,B25J-0009/1694,0.85,positive,GRAY,True,
14/624665,9481086,Control method for floating-base robots including generating feasible motions using time warping,"Disney Enterprises, Inc.",DISNEY ENTERPRISES,DISNEY ENTERPRISES,US,2015-02-18,27846159,B25J-0009/1664,0.85,positive,T1_auto,True,
15/208784,10065312,Unscented optimization and control allocation,"The United States of America, as represented by the Secretary of the Navy",THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,THE UNITED STATES OF AMERICA AS REPRESENTED BY THE SECRETARY OF THE NAVY,US,2016-07-13,27938352,B25J-0009/1628,0.85,positive,GRAY,True,
14/637278,9981389,Robotics platforms incorporating manipulators having common joint designs,California Institute of Technology,CALIFORNIA INSTITUTE OF TECHNOLOGY,CALIFORNIA INSTITUTE OF TECHNOLOGY,US,2015-03-03,28028257,B25J-0015/08,0.85,positive,GRAY,True,
15/177319,10065311,Singularity handling for robot jogging,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2016-06-08,28059066,B25J-0009/1664,0.85,positive,GRAY,True,
15/177326,10166676,Kinesthetic teaching of grasp parameters for grasping of objects by a grasping end effector of a robot,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2016-06-08,28095835,B25J-0013/085,0.85,positive,GRAY,True,
15/265547,10131053,Real time robot collision avoidance,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2016-09-14,28082984,B25J-0009/1666,0.85,positive,GRAY,True,
16/233131,10384352,Finger of robotic hand and robot having the same,UBTECH Robotics Corp,UBTECH ROBOTICS,UBTECH,CN,2018-12-27,28174312,B25J-0015/08,0.85,positive,GRAY,True,
15/811725,10377045,Robotic hand,UBTECH ROBOTICS CORP.,UBTECH ROBOTICS,UBTECH,CN,2017-11-14,28171592,B25J-0015/0213,0.85,positive,GRAY,True,
15/492422,10406685,Robot end effector control,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2017-04-20,28182643,B25J-0009/1633,0.85,positive,GRAY,True,
15/641391,10532464,Walking robot,Luis Guzman,LUIS GUZMAN,LUIS GUZMAN,US,2017-07-05,28229524,B25J-0011/0005,0.85,positive,T1_auto,True,
15/995459,10471591,Object hand-over between robot and actor,X Development LLC,X DEVELOPMENT,ALPHABET,US,2018-06-01,28207203,B25J-0009/1612,0.85,positive,GRAY,True,
15/331437,10493617,Robot control,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2016-10-21,28215381,B25J-0005/007,0.85,positive,GRAY,True,
16/370890,10682756,Driving assembly and robotic hand having the same,UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2019-03-30,28283619,B25J-0009/104,0.85,positive,T1_auto,True,
16/660822,10875179,Impedance control method for biped robot and apparatus and biped robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2019-10-23,28354783,B25J-0009/1664,0.85,positive,T1_auto,True,
16/370889,10857681,Finger of robotic hand and robot having the same,UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2019-03-30,28348331,B25J-0015/0009,0.85,positive,T1_auto,True,
16/286631,10927931,Robot and arm assembly thereof,UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2019-02-27,28373711,B25J-0017/0258,0.85,positive,T1_auto,True,
16/212634,10967500,"Motion control method and apparatus for robot, and robot with the same",UBTECH ROBOTICS CORP,UBTECH ROBOTICS,UBTECH,CN,2018-12-06,28388530,B25J-0009/0006,0.85,positive,GRAY,True,
16/212619,11045945,Method for controlling walking of robot and robot,UBTECH ROBOTICS CORP.,UBTECH ROBOTICS,UBTECH,CN,2018-12-06,28417210,B25J-0009/0006,0.85,positive,T1_auto,True,
16/669551,11179855,Acceleration compensation method for humanoid robot and apparatus and humanoid robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2019-10-31,28467131,B25J-0013/088,0.85,positive,T1_auto,True,
16/051251,11117262,Intelligent robots,EBOTS INC.,EBOTS,EBOTS,US,2018-07-31,28443423,B25J-0009/1697,0.85,positive,GRAY,True,
16/572637,11230001,Biped robot gait control method and biped robot,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2019-09-17,28486074,B25J-0009/0006,0.85,positive,T1_auto,True,
16/655341,11292126,Robots with robust bipedal locomotion supported with non-conventional physics,"Disney Enterprises, Inc.",DISNEY ENTERPRISES,DISNEY ENTERPRISES,US,2019-10-17,28508982,B25J-0009/1602,0.85,positive,T1_auto,True,
16/570522,11325252,Action prediction networks for robotic grasping,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2019-09-13,28521618,B25J-0009/1653,0.85,positive,GRAY,True,
17/095758,11325264,Tendon-driven robotic hand,UBTECH NORTH AMERICA RESEARCH AND DEVELOPMENT CENTER CORP | UBTECH ROBOTICS CORP LTD,UBTECH NORTH AMERICA RESEARCH AND DEVELOPMENT CENTER,UBTECH,US,2020-11-12,28521622,B25J-0015/0009,0.85,positive,GRAY,True,
16/843921,11331806,Robot control method and apparatus and robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-04-09,28524065,B25J-0009/1679,0.85,positive,T1_auto,True,
17/133656,11472024,Humanoid robot and its control method and computer readable storage medium,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-24,28577262,B25J-0009/1602,0.85,positive,T1_auto,True,
17/017920,11571809,Robotic control using value distributions,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2020-09-11,28614934,B25J-0009/161,0.85,positive,GRAY,True,
17/120229,11602848,"Robot control method, computer-readable storage medium and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-13,28626421,B25J-0009/1664,0.85,positive,GRAY,True,
16/932872,11602843,Foot-waist coordinated gait planning method and apparatus and robot using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-07-20,28626419,B25J-0009/1633,0.85,positive,GRAY,True,
16/618591,11607817,Robotic gripper with variable stiffness actuators and methods for same,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,US,2018-06-04,28628380,B25J-0015/0286,0.85,positive,GRAY,True,
16/914836,11511431,Method for monitoring balanced state of biped robot,BEIJING INSTITUTE OF TECHNOLOGY,BEIJING INSTITUTE OF TECHNOLOGY,BEIJING INSTITUTE OF TECHNOLOGY,CN,2020-06-29,28591964,B25J-0009/1674,0.85,positive,T1_auto,True,
17/138948,11642786,Humanoid robot and its balance control method and computer readable storage medium,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-31,28641677,B25J-0009/1664,0.85,positive,T1_auto,True,
17/088397,11691281,Robot control at singular configurations,Massachusetts Institute of Technology,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US,2020-11-03,28658945,B25J-0009/1641,0.85,positive,GRAY,True,
17/120225,11691284,"Robot control method, computer-readable storage medium and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-13,28658947,B25J-0009/1664,0.85,positive,T1_auto,True,
16/774488,11667039,"Systems and methods for estimating shape, contact forces, and pose of objects manipulated by robots having compliant contact and geometry sensors","Toyota Research Institute, Inc.",TOYOTA RESEARCH INSTITUTE,TOYOTA,US,2020-01-28,28650396,B25J-0013/082,0.85,positive,GRAY,True,
17/107966,11780085,Robot posture control method and robot and computer readable storage medium using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-01,28689929,B25J-0009/163,0.85,positive,T1_auto,True,
17/326259,11639005,Robotic finger structure and robot,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-05-20,28640125,B25J-0015/0009,0.85,positive,GRAY,True,
17/224012,11787045,Robot with an inverse kinematics (IK)-based controller for retargeting input motions,"DISNEY ENTERPRISES, INC.",DISNEY ENTERPRISES,DISNEY ENTERPRISES,US,2021-04-06,28692348,B25J-0009/1607,0.85,positive,GRAY,True,
17/408512,11858141,"Impedance control method, and controller and robot using the same",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-08-23,28717818,B25J-0009/1633,0.85,positive,GRAY,True,
16/956676,11833688,Legged robots and methods for controlling legged robots,"PETOI, LLC",PETOI,PETOI,US,2019-01-07,28708787,B25J-0009/1664,0.85,positive,GRAY,True,
17/485412,11872701,"Total centroid state estimation method, humanoid robot and computer readable storage medium using the same",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-09-25,28722874,B25J-0009/1664,0.85,positive,T1_auto,True,
17/234831,11858138,Method for realizing dynamic running gait of biped robot on rough terrain road,ZHEJIANG UNIVERSITY,ZHEJIANG UNIVERSITY,ZHEJIANG UNIVERSITY,CN,2021-04-20,28717816,B25J-0009/1602,0.85,positive,T1_auto,True,
17/314039,11878426,Biped robot gait control method and robot and computer readable storage medium using the same,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-05-06,28725061,B25J-0009/1664,0.85,positive,T1_auto,True,
17/097228,11878415,Tactile dexterity and control,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,US,2020-11-13,28725055,B25J-0009/1612,0.85,positive,GRAY,True,
17/504544,11904472,"Humanoid robot control method, humanoid robot using the same, and computer readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-10-19,28734395,B25J-0009/1646,0.85,positive,T1_auto,True,
17/134147,11945528,Hip joint mechanism and humanoid robot,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2020-12-24,28750126,B25J-0017/0266,0.85,positive,T1_auto,True,
17/702819,11938635,"Motion control method, robot controller and computer readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-03-24,28747330,B25J-0009/1664,0.85,positive,T1_auto,True,
17/198844,11969899,Method for generating novel impedance configuration for three-degree-of-freedom (3DOF) robotic leg,Yanshan University,YANSHAN UNIVERSITY,YANSHAN UNIVERSITY,CN,2021-03-11,28760306,B25J-0009/1669,0.85,positive,GRAY,True,
17/488341,12005584,"Pose control method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-09-29,28774758,B25J-0009/1653,0.85,positive,T1_auto,True,
17/561629,12053885,"Control method for robot, computer-readable storage medium and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-12-23,28793745,B25J-0009/1602,0.85,positive,GRAY,True,
17/557076,12070856,"Robot balance control method, robot using the same, and computer readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-12-21,28799543,B25J-0009/1605,0.85,positive,GRAY,True,
17/726548,12097621,"Center of mass trajectory generating method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-04-22,28809705,B25J-0009/1664,0.85,positive,T1_auto,True,
17/561609,12076860,"Control method for robot, computer-readable storage medium and robot",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2021-12-23,28801525,B25J-0009/1602,0.85,positive,GRAY,True,
17/868790,12103177,"Decoupling control method for humanoid robot, humanoid robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-07-20,28812223,B25J-0009/1607,0.85,positive,T1_auto,True,
17/324473,12090636,Robot hand device,MELTIN INC.,MELTIN,MELTIN,JP,2021-05-19,85522635,B25J-0015/0009,0.85,positive,T1_auto,True,
18/089588,12138803,"Method for controlling legged robot, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-12-28,28827169,B25J-0009/1666,0.85,positive,T1_auto,True,
17/844361,12164280,Method for estimating intention using unsupervised learning,Hyundai Motor Company | Kia Corporation,HYUNDAI MOTOR,HYUNDAI MOTOR GROUP,KR,2022-06-20,85627135,B25J-0015/0009,0.85,positive,GRAY,True,
17/610471,12179358,"Robot apparatus, method for controlling robot apparatus, and load compensation apparatus",SONY GROUP CORPORATION,SONY GROUP,SONY,JP,2020-02-25,86221263,B25J-0009/1638,0.85,positive,GRAY,True,
16/122514,10821603,Methods and apparatus for robot control,THE BOEING COMPANY,THE BOEING,THE BOEING,US,2018-09-05,86232809,B25J-0009/163,0.85,positive,GRAY,True,
15/865399,10252415,Human collaborative robot system having safety assurance operation function for robot,FANUC CORPORATION,FANUC,FANUC,JP,2018-01-09,86338121,B25J-0009/0081,0.85,positive,GRAY,True,
18/075450,12186909,"Robot control method, robot, and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-12-06,86425633,B25J-0009/1633,0.85,positive,GRAY,True,
16/252383,10335947,Robotic system with piece-loss management mechanism,"MUJIN, INC.",MUJIN,MUJIN,JP,2019-01-18,87302982,B25J-0009/1664,0.85,positive,GRAY,True,
15/913212,10773382,Machine learning methods and apparatus for robotic manipulation and that utilize multi-task domain adaptation,X DEVELOPMENT LLC,X DEVELOPMENT,ALPHABET,US,2018-03-06,87307223,B25J-0009/163,0.85,positive,GRAY,True,
17/539989,12097614,Object manipulation,"HONDA MOTOR CO., LTD.",HONDA MOTOR,HONDA,JP,2021-12-01,87500003,B25J-0009/1612,0.85,positive,GRAY,True,
17/732568,12226903,"Gait control method, biped robot, and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-04-29,87522718,B25J-0009/163,0.85,positive,T1_auto,True,
17/616315,12233554,Robot control system,SONY INTERACTIVE ENTERTAINMENT INC.,SONY INTERACTIVE ENTERTAINMENT,SONY,JP,2020-06-10,87757054,B25J-0009/1664,0.85,positive,GRAY,True,
17/984215,12240119,"Motion control method, robot, and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-11-09,87927579,B25J-0009/1658,0.85,positive,GRAY,True,
18/399632,12240111,Robotic joint actuator,Sanctuary Cognitive Systems Corporation,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2023-12-28,88291503,B25J-0009/126,0.85,positive,T1_auto,True,
18/197915,12246439,Robotic joint having a spherical linkage,SANCTUARY COGNITIVE SYSTEMS CORPORATION,SANCTUARY COGNITIVE SYSTEMS,SANCTUARY COGNITIVE SYSTEMS,CA,2023-05-16,88488756,B25J-0015/08,0.85,positive,T1_auto,True,
17/976904,12257725,"Jumping motion control method for biped robot, biped robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-10-31,88523148,B25J-0009/1692,0.85,positive,T1_auto,True,
18/071462,12275152,"Robot stability control method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-11-29,89268899,B25J-0009/1638,0.85,positive,GRAY,True,
17/678037,12280510,Biped robot control method and biped robot using the same and computer readable storage medium,UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-02-23,89820056,B25J-0009/163,0.85,positive,T1_auto,True,
17/624656,12280491,"Control device, control method, and control program",SONY GROUP CORPORATION,SONY GROUP,SONY,JP,2020-07-10,89522287,B25J-0013/083,0.85,positive,GRAY,True,
17/951557,12290923,"Biped robot and multi-configuration robot capable of being spliced autonomously, and control method of multi-configuration robot",Shandong University,SHANDONG UNIVERSITY,SHANDONG UNIVERSITY,CN,2022-09-23,89827059,B25J-0009/08,0.85,positive,T1_auto,True,
18/123858,12290929,Applied force control for robots,"Rockwell Automation Technologies, Inc.",ROCKWELL AUTOMATION TECHNOLOGIES,ROCKWELL AUTOMATION TECHNOLOGIES,US,2023-03-20,89827065,B25J-0009/1633,0.85,positive,GRAY,True,
18/070313,12285870,"Robot control method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-11-28,89990961,B25J-0009/1664,0.85,positive,GRAY,True,
16/195556,11338435,Gripping system with machine learning,KABUSHIKI KAISHA YASKAWA DENKI,YASKAWA DENKI,YASKAWA,JP,2018-11-19,89883867,B25J-0009/163,0.85,positive,GRAY,True,
17/237212,12285861,Utilizing soft actuated inflatable robotics,BOSTON ENGINEERING CORPORATION,BOSTON ENGINEERING,BOSTON ENGINEERING,US,2021-04-22,89990960,B25J-0009/142,0.85,positive,GRAY,True,
16/874269,11400593,"Method of avoiding collision, robot and server implementing thereof",LG ELECTRONICS INC.,LG ELECTRONICS,LG,KR,2020-05-14,90374108,B25J-0009/1666,0.85,positive,GRAY,True,
18/061868,12290940,Torso protrusion for robotic manipulation of objects and related technology,"AGILITY ROBOTICS, INC.",AGILITY ROBOTICS,AGILITY ROBOTICS,US,2022-12-05,90275584,B25J-0009/0009,0.85,positive,T1_auto,True,
18/091292,12304084,"Gait planning method, robot and computer-readable storage medium",UBTECH ROBOTICS CORP LTD,UBTECH ROBOTICS,UBTECH,CN,2022-12-29,90378911,B25J-0009/1664,0.85,positive,GRAY,True,
