record_id,patent_id,domain,title,abstract,text
10066256,10066256,genomeediting,Detection of genome editing,"Methods, compositions, and kits are provided for quantifying a number or frequency of double stranded breaks in the genome of a cell or in the genomes of a population of cells.","Detection of genome editing. Methods, compositions, and kits are provided for quantifying a number or frequency of double stranded breaks in the genome of a cell or in the genomes of a population of cells"
10077445,10077445,genomeediting,Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription,"The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms.","Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription. The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms"
10077453,10077453,genomeediting,CAS9 proteins including ligand-dependent inteins,"Some aspects of this disclosure provide compositions, methods, systems, and kits for controlling the activity of RNA-programmable endonucleases, such as Cas9, or for controlling the activity of proteins comprising a Cas9 variant fused to a functional effector domain, such as a nuclease, nickase, recombinase, deaminase, transcriptional activator, transcriptional repressor, or epigenetic modifying domain. For example, the inventive proteins provided comprise a ligand-dependent intein, the presence of which inhibits one or more activities of the protein (e.g., gRNA binding, enzymatic activity, target DNA binding). The binding of a ligand to the intein results in self-excision of the intein, restoring the activity of the protein.","CAS9 proteins including ligand-dependent inteins. Some aspects of this disclosure provide compositions, methods, systems, and kits for controlling the activity of RNA-programmable endonucleases, such as Cas9, or for controlling the activity of proteins comprising a Cas9 variant fused to a functional effector domain, such as a nuclease, nickase, recombinase, deaminase, transcriptional activator, transcriptional repressor, or epigenetic modifying domain. For example, the inventive proteins provided comprise a ligand-dependent intein, the presence of which inhibits one or more activities of the protein (e.g., gRNA binding, enzymatic activity, target DNA binding). The binding of a ligand to the intein results in self-excision of the intein, restoring the activity of the protein"
10081661,10081661,genomeediting,Methods and compositions for genome engineering,Disclosed herein are methods and compositions for insertion of transgene sequences encoding proteins that is aberrantly expressed in disease or disorder such as a lysosomal storage disease.,Methods and compositions for genome engineering. Disclosed herein are methods and compositions for insertion of transgene sequences encoding proteins that is aberrantly expressed in disease or disorder such as a lysosomal storage disease
10087453,10087453,genomeediting,Modified diatoms for biofuel production,"The invention provides engineered diatoms and methods of producing oil using diatoms. The invention also provides methods of modifying the lipids quantity and/or quality produced by diatom organisms through genome engineering. Also provided are oils, fuels, oleochemicals, chemical precursors, and other compounds manufactured from such modified diatoms.","Modified diatoms for biofuel production. The invention provides engineered diatoms and methods of producing oil using diatoms. The invention also provides methods of modifying the lipids quantity and/or quality produced by diatom organisms through genome engineering. Also provided are oils, fuels, oleochemicals, chemical precursors, and other compounds manufactured from such modified diatoms"
10093910,10093910,genomeediting,Engineered CRISPR-Cas9 nucleases,"Engineered CRISPR-Cas9 nucleases with improved specificity and their use in genomic engineering, epigenomic engineering, genome targeting, and genome editing.","Engineered CRISPR-Cas9 nucleases. Engineered CRISPR-Cas9 nucleases with improved specificity and their use in genomic engineering, epigenomic engineering, genome targeting, and genome editing"
10100291,10100291,genomeediting,Mutant Cas9 proteins,"Methods of making deletion mutants of Cas9 proteins and making chimeric Cas9 proteins are described. The Cas9 N- and C-terminal domains may play critical roles in crRNAitracrRNA binding and/or PAM selectivity. To analyze activity, a series of domain exchange mutants between NM and STI (Streptococcus thermophilus Cas9) were made, replacing the N and/or C terminus of NM (Neisseria meningitides Cas9) with the homologous region from STI. The chimeric proteins were then tested using the transcriptional reporter assay described herein altering the guideRNA and/or Cas9 specific PAM within the reporter to determine the influence of the domain exchanges on protein specificity. None of the N-terminal domain swaps between NM and STI endowed NM with novel properties. The C-terminal exchange generated a NM-STI hybrid that was capable of interacting with the STI crRNAitracrRNA complex and was further able to suppress a reporter with a STI specific PAM.","Mutant Cas9 proteins. Methods of making deletion mutants of Cas9 proteins and making chimeric Cas9 proteins are described. The Cas9 N- and C-terminal domains may play critical roles in crRNAitracrRNA binding and/or PAM selectivity. To analyze activity, a series of domain exchange mutants between NM and STI (Streptococcus thermophilus Cas9) were made, replacing the N and/or C terminus of NM (Neisseria meningitides Cas9) with the homologous region from STI. The chimeric proteins were then tested using the transcriptional reporter assay described herein altering the guideRNA and/or Cas9 specific PAM within the reporter to determine the influence of the domain exchanges on protein specificity. None of the N-terminal domain swaps between NM and STI endowed NM with novel properties. The C-terminal exchange generated a NM-STI hybrid that was capable of interacting with the STI crRNAitracrRNA complex and was further able to suppress a reporter with a STI specific PAM"
10113163,10113163,genomeediting,Adenosine nucleobase editors and uses thereof,"The disclosure provides adenosine deaminases that are capable of deaminating adenosine in DNA. The disclosure also provides fusion proteins comprising a Cas9 (e.g., a Cas9 nickase) domain and adenosine deaminases that deaminate adenosine in DNA. In some embodiments, the fusion proteins further comprise a nuclear localization sequence (NLS), and/or an inhibitor of base repair, such as, a nuclease dead inosine specific nuclease (dISN).","Adenosine nucleobase editors and uses thereof. The disclosure provides adenosine deaminases that are capable of deaminating adenosine in DNA. The disclosure also provides fusion proteins comprising a Cas9 (e.g., a Cas9 nickase) domain and adenosine deaminases that deaminate adenosine in DNA. In some embodiments, the fusion proteins further comprise a nuclear localization sequence (NLS), and/or an inhibitor of base repair, such as, a nuclease dead inosine specific nuclease (dISN)"
10113167,10113167,genomeediting,Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription,"The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms.","Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription. The present disclosure provides a DNA-targeting RNA that comprises a targeting sequence and, together with a modifying polypeptide, provides for site-specific modification of a target DNA and/or a polypeptide associated with the target DNA. The present disclosure further provides site-specific modifying polypeptides. The present disclosure further provides methods of site-specific modification of a target DNA and/or a polypeptide associated with the target DNA The present disclosure provides methods of modulating transcription of a target nucleic acid in a target cell, generally involving contacting the target nucleic acid with an enzymatically inactive Cas9 polypeptide and a DNA-targeting RNA. Kits and compositions for carrying out the methods are also provided. The present disclosure provides genetically modified cells that produce Cas9; and Cas9 transgenic non-human multicellular organisms"
10113195,10113195,genomeediting,Nucleic acid amplification,"In some embodiments, the present teachings provide methods for nucleic acid amplification, comprising forming a reaction mixture, and subjecting the reaction mixture to conditions suitable for nucleic acid amplification. In some embodiments, methods for nucleic acid amplification include subjecting the nucleic acid to be amplified to partially denaturing conditions. In some embodiments, methods for nucleic acid amplification include amplifying without fully denaturing the nucleic acid that is amplified. In some embodiments, the methods for nucleic acid amplification employ an enzyme that catalyzes homologous recombination and a polymerase. In some embodiments, methods for nucleic acid amplification can be conducted in a single reaction vessel. In some embodiments, methods for nucleic acid amplification can be conducted in a single continuous liquid phase of a reaction mixture, without need for compartmentalization of the reaction mixture or immobilization of reaction components. In some embodiments, methods for nucleic acid amplification comprise a amplifying at least one polynucleotide onto a surface under isothermal amplification conditions, optionally in the presence of a polymer. The polymer can include a sieving agent and/or a diffusion-reducing agent.","Nucleic acid amplification. In some embodiments, the present teachings provide methods for nucleic acid amplification, comprising forming a reaction mixture, and subjecting the reaction mixture to conditions suitable for nucleic acid amplification. In some embodiments, methods for nucleic acid amplification include subjecting the nucleic acid to be amplified to partially denaturing conditions. In some embodiments, methods for nucleic acid amplification include amplifying without fully denaturing the nucleic acid that is amplified. In some embodiments, the methods for nucleic acid amplification employ an enzyme that catalyzes homologous recombination and a polymerase. In some embodiments, methods for nucleic acid amplification can be conducted in a single reaction vessel. In some embodiments, methods for nucleic acid amplification can be conducted in a single continuous liquid phase of a reaction mixture, without need for compartmentalization of the reaction mixture or immobilization of reaction components. In some embodiments, methods for nucleic acid amplification comprise a amplifying at least one polynucleotide onto a surface under isothermal amplification conditions, optionally in the presence of a polymer. The polymer can include a sieving agent and/or a diffusion-reducing agent"
10119133,10119133,genomeediting,Using truncated guide RNAs (tru-gRNAs) to increase specificity for RNA-guided genome editing,"CRISPR-Cas genome editing uses a guide RNA, which includes both a complementarity region, which binds the target DNA by base-pairing, and a Cas9-binding region, to direct a Cas9 nuclease to a target DNA. Further disclosed are methods for increasing specificity of RNA-guided genome editing using CRISPR/Cas9 systems by using truncated guide RNAs (tru-gRNAs).","Using truncated guide RNAs (tru-gRNAs) to increase specificity for RNA-guided genome editing. CRISPR-Cas genome editing uses a guide RNA, which includes both a complementarity region, which binds the target DNA by base-pairing, and a Cas9-binding region, to direct a Cas9 nuclease to a target DNA. Further disclosed are methods for increasing specificity of RNA-guided genome editing using CRISPR/Cas9 systems by using truncated guide RNAs (tru-gRNAs)"
10138476,10138476,genomeediting,Using RNA-guided FokI nucleases (RFNs) to increase specificity for RNA-guided genome editing,"Methods for increasing specificity of RNA-guided genome editing, e.g., editing using CRISPR/Cas9 systems.","Using RNA-guided FokI nucleases (RFNs) to increase specificity for RNA-guided genome editing. Methods for increasing specificity of RNA-guided genome editing, e.g., editing using CRISPR/Cas9 systems"
10144955,10144955,genomeediting,Methods for preservation of cell-free nucleic acids,"Methods for preserving and processing cell-free nucleic acids are disclosed. The method includes a blood collection tube including a composition formulated for stabilizing cell-free nucleic acids within a blood sample. The composition includes least one formaldehyde releaser preservative agent; ethylenediaminetetraacetic acid (EDTA); and one or more solvents; and at least some formaldehyde and up to about 1% formaldehyde as a result of the at least one formaldehyde releaser preservative agent. The collected blood sample is storable for at least, or about 7 days without cell lysis and without cell-free nucleic acid degradation of the blood sample due to DNase and RNase activity after blood draw. The method may include isolating the cell free nucleic acids from the stabilized blood sample and testing the isolated cell free nucleic acids from the stabilized blood sample to identify the presence, absence or severity of a disease state.","Methods for preservation of cell-free nucleic acids. Methods for preserving and processing cell-free nucleic acids are disclosed. The method includes a blood collection tube including a composition formulated for stabilizing cell-free nucleic acids within a blood sample. The composition includes least one formaldehyde releaser preservative agent; ethylenediaminetetraacetic acid (EDTA); and one or more solvents; and at least some formaldehyde and up to about 1% formaldehyde as a result of the at least one formaldehyde releaser preservative agent. The collected blood sample is storable for at least, or about 7 days without cell lysis and without cell-free nucleic acid degradation of the blood sample due to DNase and RNase activity after blood draw. The method may include isolating the cell free nucleic acids from the stabilized blood sample and testing the isolated cell free nucleic acids from the stabilized blood sample to identify the presence, absence or severity of a disease state"
10167457,10167457,genomeediting,Nucleobase editors and uses thereof,"Some aspects of this disclosure provide strategies, systems, reagents, methods, and kits that are useful for the targeted editing of nucleic acids, including editing a single site within the genome of a cell or subject, e.g., within the human genome. In some embodiments, fusion proteins of Cas9 and nucleic acid editing proteins or protein domains, e.g., deaminase domains, are provided. In some embodiments, methods for targeted nucleic acid editing are provided. In some embodiments, reagents and kits for the generation of targeted nucleic acid editing proteins, e.g., fusion proteins of Cas9 and nucleic acid editing proteins or domains, are provided.","Nucleobase editors and uses thereof. Some aspects of this disclosure provide strategies, systems, reagents, methods, and kits that are useful for the targeted editing of nucleic acids, including editing a single site within the genome of a cell or subject, e.g., within the human genome. In some embodiments, fusion proteins of Cas9 and nucleic acid editing proteins or protein domains, e.g., deaminase domains, are provided. In some embodiments, methods for targeted nucleic acid editing are provided. In some embodiments, reagents and kits for the generation of targeted nucleic acid editing proteins, e.g., fusion proteins of Cas9 and nucleic acid editing proteins or domains, are provided"
10167471,10167471,genomeediting,Inhibition of PCSK9 through RNAI,"The invention relates to various PCSK9 RNAi constructs with gene silencing activities, and uses thereof. The construct has a double-stranded region of 19-49 nucleotides, preferably 25, 26, or 27 nucleotides, and preferably blunt-ended. The construct has selective minimal modifications to confer an optimal balance of biological activity, toxicity, stability, and target gene specificity. The sense strand may be modified such that the construct is not cleaved by Dicer or other RNAse III, and the entire length of the antisense strand is loaded into RISC In addition, the antisense strand may also be modified by 2′-O-methyl groups at the 2nd 5′-end nucleotide to greatly reduce off-target silencing. The constructs of the invention largely avoid the interferon response and sequence-independent apoptosis in mammalian cells, exhibits better serum stability, and enhanced target specificity.","Inhibition of PCSK9 through RNAI. The invention relates to various PCSK9 RNAi constructs with gene silencing activities, and uses thereof. The construct has a double-stranded region of 19-49 nucleotides, preferably 25, 26, or 27 nucleotides, and preferably blunt-ended. The construct has selective minimal modifications to confer an optimal balance of biological activity, toxicity, stability, and target gene specificity. The sense strand may be modified such that the construct is not cleaved by Dicer or other RNAse III, and the entire length of the antisense strand is loaded into RISC In addition, the antisense strand may also be modified by 2′-O-methyl groups at the 2nd 5′-end nucleotide to greatly reduce off-target silencing. The constructs of the invention largely avoid the interferon response and sequence-independent apoptosis in mammalian cells, exhibits better serum stability, and enhanced target specificity"
10172880,10172880,genomeediting,Talen-based gene correction,The invention is directed to transcription activator-like effector nuclease (TALEN)-mediated DNA editing of disease-causing mutations in the context of the human genome and human cells to treat patients with compromised genetic disorders.,Talen-based gene correction. The invention is directed to transcription activator-like effector nuclease (TALEN)-mediated DNA editing of disease-causing mutations in the context of the human genome and human cells to treat patients with compromised genetic disorders
10184121,10184121,genomeediting,Methods for removing viral contaminants from pancreatic extracts,"Methods for screening pancrelipase for RNA virus contamination comprise removing free viral RNA from the pancrelipase, denaturing any viruses in the pancrelipase to release encapsidated RNA into the pancrelipase milieu, and detecting this released RNA. Removal of free viral RNA may comprise treating pancrelipase with RNase and DNase or precipitating the protein fraction of pancrelipase with a salt that precipitates the protein fraction while leaving nucleic acids such as RNA in solution. Pancrelipase substantially devoid of free nucleic acid is also provided.","Methods for removing viral contaminants from pancreatic extracts. Methods for screening pancrelipase for RNA virus contamination comprise removing free viral RNA from the pancrelipase, denaturing any viruses in the pancrelipase to release encapsidated RNA into the pancrelipase milieu, and detecting this released RNA. Removal of free viral RNA may comprise treating pancrelipase with RNase and DNase or precipitating the protein fraction of pancrelipase with a salt that precipitates the protein fraction while leaving nucleic acids such as RNA in solution. Pancrelipase substantially devoid of free nucleic acid is also provided"
10190106,10190106,genomeediting,Cas9-DNA targeting unit chimeras,"The present invention provides a Cas9 platform to facilitate single-site nuclease gene editing precision within a human genome. For example, a Cas9 nuclease/DNA-targeting unit (Cas9-DTU) fusion protein precisely delivers a Cas9/sgRNA complex to a specific target site within the genome for subsequent sgRNA-dependent cleavage of an adjacent target sequence. Alternatively, attenuating Cas9 binding using mutations to the a protospacer adjacent motif (PAM) recognition domain makes Cas9 target site recognition dependent on the associated DTU, all while retaining Cas9's sgRNA-mediated DNA cleavage fidelity. Cas9-DTU fusion proteins have improved target site binding precision, greater nuclease activity, and a broader sequence targeting range than standard Cas9 systems. Existing Cas9 or sgRNA variants (e.g., truncated sgRNAs (tru-gRNAs), nickases and FokI fusions) are compatible with these improvements to further reduce off-target cleavage. A robust, broadly applicable strategy is disclosed to impart Cas9 genome-editing systems with the single-genomic-site accuracy needed for safe, effective clinical application.","Cas9-DNA targeting unit chimeras. The present invention provides a Cas9 platform to facilitate single-site nuclease gene editing precision within a human genome. For example, a Cas9 nuclease/DNA-targeting unit (Cas9-DTU) fusion protein precisely delivers a Cas9/sgRNA complex to a specific target site within the genome for subsequent sgRNA-dependent cleavage of an adjacent target sequence. Alternatively, attenuating Cas9 binding using mutations to the a protospacer adjacent motif (PAM) recognition domain makes Cas9 target site recognition dependent on the associated DTU, all while retaining Cas9's sgRNA-mediated DNA cleavage fidelity. Cas9-DTU fusion proteins have improved target site binding precision, greater nuclease activity, and a broader sequence targeting range than standard Cas9 systems. Existing Cas9 or sgRNA variants (e.g., truncated sgRNAs (tru-gRNAs), nickases and FokI fusions) are compatible with these improvements to further reduce off-target cleavage. A robust, broadly applicable strategy is disclosed to impart Cas9 genome-editing systems with the single-genomic-site accuracy needed for safe, effective clinical application"
10190175,10190175,genomeediting,Method for detecting and identifying enterohemorrhagic Escherichia coli,"The invention relates to methods for predicting whether a sample contains enterohemorrhagic Escherichia coli (EHEC) of at least one of EHEC O157:[H7], O145:[H28], O103:[H2], O111:[H8], O121:[H19], O26: [H11], O45:[H2] or O104: [H4] serotypes, and for identifying said serotypes, through detection of gene espK in association with at least one of the genetic markers Z1151, Z1153, Z1154, Z1155, Z1156, Z6065, Z2098, ureD or espV and/or through detection of serotype-specific CRISPR sequences.","Method for detecting and identifying enterohemorrhagic Escherichia coli. The invention relates to methods for predicting whether a sample contains enterohemorrhagic Escherichia coli (EHEC) of at least one of EHEC O157:[H7], O145:[H28], O103:[H2], O111:[H8], O121:[H19], O26: [H11], O45:[H2] or O104: [H4] serotypes, and for identifying said serotypes, through detection of gene espK in association with at least one of the genetic markers Z1151, Z1153, Z1154, Z1155, Z1156, Z6065, Z2098, ureD or espV and/or through detection of serotype-specific CRISPR sequences"
10196651,10196651,genomeediting,Methods and compositions for treatment of a genetic condition,Methods and compositions comprising a CRISPR/Cas nuclease that cleaves a BCL11A gene for the modification of the BCL11A gene and for modification of globin expression.,Methods and compositions for treatment of a genetic condition. Methods and compositions comprising a CRISPR/Cas nuclease that cleaves a BCL11A gene for the modification of the BCL11A gene and for modification of globin expression
