family_id,expansion_level,title,abstract,text,label
33525916,SEED,Exposure controller of in-vehicle camera,"&lt;P&gt;PROBLEM TO BE SOLVED: To provide an exposure controller of an in-vehicle camera in which the exposure of the camera is appropriately controlled even if a preceding vehicle exists.  &lt;P&gt;SOLUTION: When the preceding vehicle 120 is detected in front of an own vehicle, photometry windows L4 to L6 and R4 to R6 are shifted in right/left directions and are set so that they are not overlapped with the preceding vehicle 120 when the photometry windows are set on an image-picked up image. A concentration value of a lane mark in the photometry window shifted by using a concentration ratio of a road surface and a lane mark in the photometry window which is not shifted and the concentration value of the road surface in the shifted photometry window is estimated. The exposure of the camera is controlled by using the estimated concentration value of the lane mark and the concentration value of the lane mark in the photometry window which is not shifted. Thus, a brake lamp or the like of the preceding vehicle is prevented from being reflected in the photometry window. Exposure can precisely be controlled and the lane mark can stably be detected.  &lt;P&gt;COPYRIGHT: (C)2005,JPO&amp;NCIPI","Exposure controller of in-vehicle camera &lt;P&gt;PROBLEM TO BE SOLVED: To provide an exposure controller of an in-vehicle camera in which the exposure of the camera is appropriately controlled even if a preceding vehicle exists. &lt;P&gt;SOLUTION: When the preceding vehicle 120 is detected in front of an own vehicle, photometry windows L4 to L6 and R4 to R6 are shifted in right/left directions and are set so that they are not overlapped with the preceding vehicle 120 when the photometry windows are set on an image-picked up image. A concentration value of a lane mark in the photometry window shifted by using a concentration ratio of a road surface and a lane mark in the photometry window which is not shifted and the concentration value of the road surface in the shifted photometry window is estimated. The exposure of the camera is controlled by using the estimated concentration value of the lane mark and the concentration value of the lane mark in the photometry window which is not shifted. Thus, a brake lamp or the like of the preceding vehicle is prevented from being reflected in the photometry window. Exposure can precisely be controlled and the lane mark can stably be detected. &lt;P&gt;COPYRIGHT: (C)2005,JPO&amp;NCIPI",1
62587776,ANTISEED-manual,"Air conditioner wind sensing control method, apparatus, air conditioner and readable storage medium storing program for executing","The invention discloses a kind of air conditioner wind sense control method, the air conditioner is equipped with infrared sensor, and the air conditioner wind sense control method includes the following steps：In cooling mode, the infrared data that infrared sensor is detected in object detection area is obtained, wherein, the infrared data includes the location information and body temperature of detection object；According to the location information and body temperature, the air conditioner is controlled to perform wind sense strategy.The invention also discloses a kind of device, air conditioner and readable storage medium storing program for executing.The present invention disclosure satisfy that the different blowing feeling demands of different user, and then reduce the blowing feeling experience that user does not feel well in environment indoors, reach the advantageous effect for improving user experience.","Air conditioner wind sensing control method, apparatus, air conditioner and readable storage medium storing program for executing The invention discloses a kind of air conditioner wind sense control method, the air conditioner is equipped with infrared sensor, and the air conditioner wind sense control method includes the following steps：In cooling mode, the infrared data that infrared sensor is detected in object detection area is obtained, wherein, the infrared data includes the location information and body temperature of detection object；According to the location information and body temperature, the air conditioner is controlled to perform wind sense strategy.The invention also discloses a kind of device, air conditioner and readable storage medium storing program for executing.The present invention disclosure satisfy that the different blowing feeling demands of different user, and then reduce the blowing feeling experience that user does not feel well in environment indoors, reach the advantageous effect for improving user experience.",0
27495535,ANTISEED-manual,Flexible capacitive strip for use in a non-contact obstacle detection system,"A flexible, capacitive strip (12) for use in a non-contact obstacle detection system is disclosed. In an exemplary embodiment, the strip (12) includes an elongated body (14) for flexible mounting to a panel (20) along a bottom surface (18) of the elongated body (14). A first elongated planar conductor (22) is contained within an upper section (24) of the elongated body (14), and a longitudinal cavity (26) is formed through a central portion of the elongated body (14), the elongated cavity (26) being disposed between the planar conductor (22) and the bottom surface (18). The first elongated planar conductor (22) forms a first electrode of a sensing capacitor and the longitudinal cavity (26) defines a portion of a dielectric material of the sensing capacitor.","Flexible capacitive strip for use in a non-contact obstacle detection system A flexible, capacitive strip (12) for use in a non-contact obstacle detection system is disclosed. In an exemplary embodiment, the strip (12) includes an elongated body (14) for flexible mounting to a panel (20) along a bottom surface (18) of the elongated body (14). A first elongated planar conductor (22) is contained within an upper section (24) of the elongated body (14), and a longitudinal cavity (26) is formed through a central portion of the elongated body (14), the elongated cavity (26) being disposed between the planar conductor (22) and the bottom surface (18). The first elongated planar conductor (22) forms a first electrode of a sensing capacitor and the longitudinal cavity (26) defines a portion of a dielectric material of the sensing capacitor.",0
48666756,ANTISEED-manual,System for monitoring automobile passing in hi-pass section and method thereof,A system and method for monitoring vehicle traffic in a high pass section according to the present invention are disclosed.   The system for monitoring vehicle traffic in a high pass section according to the present invention includes a probe means for outputting a probe signal for detecting a high pass terminal provided in a vehicle entering the high pass section; Photographing means for outputting the probe signal and photographing the license plate of the vehicle and generating a photographed image as a result of the photographing; And control means for recognizing the generated photographed image and generating vehicle information including a vehicle number as a result of the recognition.,System for monitoring automobile passing in hi-pass section and method thereof A system and method for monitoring vehicle traffic in a high pass section according to the present invention are disclosed. The system for monitoring vehicle traffic in a high pass section according to the present invention includes a probe means for outputting a probe signal for detecting a high pass terminal provided in a vehicle entering the high pass section; Photographing means for outputting the probe signal and photographing the license plate of the vehicle and generating a photographed image as a result of the photographing; And control means for recognizing the generated photographed image and generating vehicle information including a vehicle number as a result of the recognition.,0
70502197,ANTISEED-manual,Gesture recognition fusion-based aphasia patient auxiliary rehabilitation training system and method,"The invention provides a gesture recognition fusion-based auxiliary rehabilitation training system for aphasia patients, which comprises: an embedded computing platform: the device comprises an object detection and gesture recognition unit, a rehabilitation training and user interaction unit and a training result evaluation unit; a scene camera; a user monitoring camera; a display screen: the front-end interaction interface is used for displaying and interacting with a user; a voice module: used for synthesizing and playing training instruction voice; external power supply: power supply for the whole set of training system; the embedded computing platform is respectively connected with the scene camera, the user monitoring camera, the voice module, the display and the external power supply. The training system and the method have good capability of being close to the real life of the patient and convenience in deployment, greatly meet the increasing requirement of aphasia rehabilitation training, and improve the rehabilitation training effect of aphasia patient groups.","Gesture recognition fusion-based aphasia patient auxiliary rehabilitation training system and method The invention provides a gesture recognition fusion-based auxiliary rehabilitation training system for aphasia patients, which comprises: an embedded computing platform: the device comprises an object detection and gesture recognition unit, a rehabilitation training and user interaction unit and a training result evaluation unit; a scene camera; a user monitoring camera; a display screen: the front-end interaction interface is used for displaying and interacting with a user; a voice module: used for synthesizing and playing training instruction voice; external power supply: power supply for the whole set of training system; the embedded computing platform is respectively connected with the scene camera, the user monitoring camera, the voice module, the display and the external power supply. The training system and the method have good capability of being close to the real life of the patient and convenience in deployment, greatly meet the increasing requirement of aphasia rehabilitation training, and improve the rehabilitation training effect of aphasia patient groups.",0
15458399,ANTISEED-AF,Preparation of dispersion,"PURPOSE: To obtain a dispersion easy to handle as a high molecular coupler zinc salt by subjecting a high-molecular compound having a salicylic acid unit as a partial skeletal to dispersing treatment along with zinc oxide.  
     CONSTITUTION: A high-molecular compound having a salicylic acid unit in its main chain or side chain as a partial skeletal is subjected to dispersing treatment along with zinc oxide. The high-molecular compound having said salicylic acid unit in its main chain or side chain as a partial skeletal is obtained by a method polymerizing salicylic acid having a vinyl or vinylidene group, the reaction of salicylic acid having a hydroxyl or amino group with an active compound such as an acid anhydride, acid chloride, an epoxy compound or polyisocyanate or condensation utilizing a compound having a plurality of amino or hydroxyl groups. As zinc oxide used in double decomposition, one having a particle size of 3μm or less is favorable because of rapid chlorination of zinc. Zinc oxide is used in an amount of about 0.5-10 times one pts. of a high-molecular salicylic acid derivative. In the dispersing treatment of zinc oxide and the salicylic acid derivative, for example, PVA, sodium hexametaphosphate, sodium dioctyl sulfosuccinate, PEG or a quaternary salt are pref. used. 
     COPYRIGHT: (C)1991,JPO&amp;Japio","Preparation of dispersion PURPOSE: To obtain a dispersion easy to handle as a high molecular coupler zinc salt by subjecting a high-molecular compound having a salicylic acid unit as a partial skeletal to dispersing treatment along with zinc oxide. CONSTITUTION: A high-molecular compound having a salicylic acid unit in its main chain or side chain as a partial skeletal is subjected to dispersing treatment along with zinc oxide. The high-molecular compound having said salicylic acid unit in its main chain or side chain as a partial skeletal is obtained by a method polymerizing salicylic acid having a vinyl or vinylidene group, the reaction of salicylic acid having a hydroxyl or amino group with an active compound such as an acid anhydride, acid chloride, an epoxy compound or polyisocyanate or condensation utilizing a compound having a plurality of amino or hydroxyl groups. As zinc oxide used in double decomposition, one having a particle size of 3μm or less is favorable because of rapid chlorination of zinc. Zinc oxide is used in an amount of about 0.5-10 times one pts. of a high-molecular salicylic acid derivative. In the dispersing treatment of zinc oxide and the salicylic acid derivative, for example, PVA, sodium hexametaphosphate, sodium dioctyl sulfosuccinate, PEG or a quaternary salt are pref. used. COPYRIGHT: (C)1991,JPO&amp;Japio",0
59617485,SEED,It is a kind of to recognize the method that the variable guided vehicle road of crossing inlet sets suitability,"The present invention is a kind of method of discrimination that the variable guided vehicle road setting suitability of import is recognized based on entrance driveway data on flows.Because the urban land use relations such as separation are lived in duty, not only there is tidal phenomena on section in urban transportation, also there is similar small tidal phenomena in entrance driveway, the transport need that different periods are respectively turned to is varied from, for this kind of inlet guide track, static canalization can not meet the change of traffic stream characteristics.The basic ideas of the present invention are to differentiate whether inlet guide track has the necessity for setting changeable driveway by the time variation of each steering flow in inlet guide track of acquisition.The present invention considers time attribute when distributing inlet guide track, makes full use of entrance driveway resource, is favorably improved intersection capacity.","It is a kind of to recognize the method that the variable guided vehicle road of crossing inlet sets suitability The present invention is a kind of method of discrimination that the variable guided vehicle road setting suitability of import is recognized based on entrance driveway data on flows.Because the urban land use relations such as separation are lived in duty, not only there is tidal phenomena on section in urban transportation, also there is similar small tidal phenomena in entrance driveway, the transport need that different periods are respectively turned to is varied from, for this kind of inlet guide track, static canalization can not meet the change of traffic stream characteristics.The basic ideas of the present invention are to differentiate whether inlet guide track has the necessity for setting changeable driveway by the time variation of each steering flow in inlet guide track of acquisition.The present invention considers time attribute when distributing inlet guide track, makes full use of entrance driveway resource, is favorably improved intersection capacity.",1
49043306,SEED,Process for determining state of a vehicle,"A method for determining a corrected yaw rate for a vehicle includes receiving a first yaw rate input from a yaw rate sensor of the vehicle and determining if the vehicle is moving or stationary. If the vehicle is determined to be moving, the method includes determining a steering angle of the vehicle, and determining an offset correction value based at least in part on a determined speed of the vehicle and the determined steering angle. A yaw rate offset is determined based at least in part on the determined offset correction value and the received first yaw rate input. A second yaw rate input is received from the yaw rate sensor of the vehicle, and a corrected yaw rate value is determined based at least in part on the received second yaw rate input and the determined yaw rate offset.","Process for determining state of a vehicle A method for determining a corrected yaw rate for a vehicle includes receiving a first yaw rate input from a yaw rate sensor of the vehicle and determining if the vehicle is moving or stationary. If the vehicle is determined to be moving, the method includes determining a steering angle of the vehicle, and determining an offset correction value based at least in part on a determined speed of the vehicle and the determined steering angle. A yaw rate offset is determined based at least in part on the determined offset correction value and the received first yaw rate input. A second yaw rate input is received from the yaw rate sensor of the vehicle, and a corrected yaw rate value is determined based at least in part on the received second yaw rate input and the determined yaw rate offset.",1
33509165,ANTISEED-manual,Object recognition device intended to detect dirt adhering to a radar,"There is provided an object recognition apparatus for vehicles equipped with a radar. The apparatus is adapted to detect adhesion of any debris to the radar that will interfere with emission of radar waves to a measurement object and reception of radar returns from a measurement object. When the number of radar waves that cause the times required by the radar waves to travel to a measurement object and return from a measurement object to be measured to be shorter than a predetermined period of time, and that the intensities of the Radar backscatter greater than a predetermined value are high, it is determined that the dirt adheres to the radar, thereby improving the accuracy of detecting the attachment of dirt to the radar.","Object recognition device intended to detect dirt adhering to a radar There is provided an object recognition apparatus for vehicles equipped with a radar. The apparatus is adapted to detect adhesion of any debris to the radar that will interfere with emission of radar waves to a measurement object and reception of radar returns from a measurement object. When the number of radar waves that cause the times required by the radar waves to travel to a measurement object and return from a measurement object to be measured to be shorter than a predetermined period of time, and that the intensities of the Radar backscatter greater than a predetermined value are high, it is determined that the dirt adheres to the radar, thereby improving the accuracy of detecting the attachment of dirt to the radar.",0
67807499,SEED,Lidar system and autonomous driving system using the same,"Disclosed are a light detection and ranging (LIDAR) system capable of applying to various use cases and an autonomous driving system using the same. According to the present invention, the LIDAR system comprises: a first light source generating first light of a point light source type; a second light source generating second light of a linear light source type; a selective reflective optical device reflecting the first light and transmitting the second light; a first scanner allowing the first light inputted from the selective reflective optical device to vertically reciprocate; a second scanner allowing the first and second lights inputted from the selective reflective optical device to vertically reciprocate; a first light reception unit converting the first light reflected from a long-distance object into an electronic signal; and a second light reception unit converting the second light reflected from a short or middle-distance object into an electronic signal. Accordingly, the LIDAR system allows one or more among an autonomous driving vehicle, an artificial intelligence (AI) device, and an external device to be interlocked with an AI module, a drone (unmanned aerial vehicle (UAV)), a robot, an augmented reality (AR) device, a virtual reality (VR) device, a device related to a fifth-generation (5G) network service, and the like.","Lidar system and autonomous driving system using the same Disclosed are a light detection and ranging (LIDAR) system capable of applying to various use cases and an autonomous driving system using the same. According to the present invention, the LIDAR system comprises: a first light source generating first light of a point light source type; a second light source generating second light of a linear light source type; a selective reflective optical device reflecting the first light and transmitting the second light; a first scanner allowing the first light inputted from the selective reflective optical device to vertically reciprocate; a second scanner allowing the first and second lights inputted from the selective reflective optical device to vertically reciprocate; a first light reception unit converting the first light reflected from a long-distance object into an electronic signal; and a second light reception unit converting the second light reflected from a short or middle-distance object into an electronic signal. Accordingly, the LIDAR system allows one or more among an autonomous driving vehicle, an artificial intelligence (AI) device, and an external device to be interlocked with an AI module, a drone (unmanned aerial vehicle (UAV)), a robot, an augmented reality (AR) device, a virtual reality (VR) device, a device related to a fifth-generation (5G) network service, and the like.",1
68739686,ANTISEED-manual,equipment for detecting leakage of gas conveying pipeline for exploiting seabed natural gas hydrate,"The invention relates to the technical field of gas leakage monitoring, in particular to equipment for detecting leakage of a gas transmission pipeline for exploiting seabed natural gas hydrate, which comprises a seabed track, a deep submerging robot and a hydroacoustic positioning system, wherein the seabed track is fixedly arranged on the seabed gas transmission pipeline and extends along the seabed gas transmission pipeline, a plurality of power supply stations are distributed at equal intervals beside the seabed track, and the deep submerging robot is provided with a power supply unit, a guide module, an obstacle detection module, an obstacle clearing module, a propulsion module, a control module and a methane sensor; the guide module, the obstacle detection module, the obstacle clearing module, the propulsion module, the control module and the methane sensor are all electrically connected with the power supply unit; the equipment can directly position the leakage position of the submarine gas conveying pipeline and can provide image data of the pipeline damage condition for workers.","equipment for detecting leakage of gas conveying pipeline for exploiting seabed natural gas hydrate The invention relates to the technical field of gas leakage monitoring, in particular to equipment for detecting leakage of a gas transmission pipeline for exploiting seabed natural gas hydrate, which comprises a seabed track, a deep submerging robot and a hydroacoustic positioning system, wherein the seabed track is fixedly arranged on the seabed gas transmission pipeline and extends along the seabed gas transmission pipeline, a plurality of power supply stations are distributed at equal intervals beside the seabed track, and the deep submerging robot is provided with a power supply unit, a guide module, an obstacle detection module, an obstacle clearing module, a propulsion module, a control module and a methane sensor; the guide module, the obstacle detection module, the obstacle clearing module, the propulsion module, the control module and the methane sensor are all electrically connected with the power supply unit; the equipment can directly position the leakage position of the submarine gas conveying pipeline and can provide image data of the pipeline damage condition for workers.",0
25385429,ANTISEED-AF,Aryl- and aralkylamide- derivatives of Omega- (substituted-phenyloxy)-alkanoic acids as inhibitors of acyl-coa: cholesterol acyltransferase and pharmaceuticals containing them,"Substituted anilide-, substituted 5-amino­pyrimidinyl amide- and pyridinylalkyl amide-derivatives of Ω-(substituted-phenyl)oxyalkanoic acids of the general formula I
      are potent inhibitors of the enzyme acyl-CoA:cholesterol acyltransferase and are thus useful agents for inhibiting the intestinal absorption of cholesterol.","Aryl- and aralkylamide- derivatives of Omega- (substituted-phenyloxy)-alkanoic acids as inhibitors of acyl-coa: cholesterol acyltransferase and pharmaceuticals containing them Substituted anilide-, substituted 5-amino­pyrimidinyl amide- and pyridinylalkyl amide-derivatives of Ω-(substituted-phenyl)oxyalkanoic acids of the general formula I are potent inhibitors of the enzyme acyl-CoA:cholesterol acyltransferase and are thus useful agents for inhibiting the intestinal absorption of cholesterol.",0
51935914,SEED,Method for determining misalignment of a vehicular camera,"A method for determining misalignment of a vehicular camera and calibrating the misaligned camera includes providing a plurality of cameras at a vehicle and providing a control having an electronic control unit that includes a processor for processing image data captured by the plurality of cameras. Frames of image data captured by the plurality of cameras are processed to determine objects present in the field of view of at least one of the cameras. Responsive to processing vehicle data during driving of the vehicle, a vehicle motion vector is determined. Movement of an object relative to the vehicle is determined via processing of at least two frames of captured image data during driving of the vehicle. Responsive to determination of a difference between the relative movement of the object and the vehicle motion vector, misalignment of a misaligned camera is determined, and calibration of the misaligned camera is adjusted.","Method for determining misalignment of a vehicular camera A method for determining misalignment of a vehicular camera and calibrating the misaligned camera includes providing a plurality of cameras at a vehicle and providing a control having an electronic control unit that includes a processor for processing image data captured by the plurality of cameras. Frames of image data captured by the plurality of cameras are processed to determine objects present in the field of view of at least one of the cameras. Responsive to processing vehicle data during driving of the vehicle, a vehicle motion vector is determined. Movement of an object relative to the vehicle is determined via processing of at least two frames of captured image data during driving of the vehicle. Responsive to determination of a difference between the relative movement of the object and the vehicle motion vector, misalignment of a misaligned camera is determined, and calibration of the misaligned camera is adjusted.",1
