train_patent_id,eval_family_id,eval_expansion_level,eval_label,abs_jaccard,title_jaccard,train_title
9679206,54609194,SEED,1,1.0,1.0,Assisted perception for autonomous vehicles
9563199,54609194,SEED,1,1.0,1.0,Assisted perception for autonomous vehicles
9201421,54609194,SEED,1,1.0,1.0,Assisted perception for autonomous vehicles
10962981,54609194,SEED,1,1.0,1.0,Assisted perception for autonomous vehicles
10474159,54609194,SEED,1,1.0,1.0,Assisted perception for autonomous vehicles
10652074,62585146,SEED,1,1.0,1.0,IEEE802.11p protocol based vehicle-to-roadside and vehicle-to-vehicle communicat
10576984,64904033,SEED,1,1.0,1.0,Second stop position for intersection turn
11914367,70970203,SEED,1,1.0,1.0,Sun-aware routing and controls of an autonomous vehicle
11390277,70848548,SEED,1,1.0,1.0,Systems and methods for self-driving vehicle collision prevention
10156850,64605223,SEED,1,1.0,1.0,Object motion prediction and vehicle control systems and methods for autonomous 
11482011,67905445,ANTISEED-manual,0,1.0,1.0,Acceleration of data processing for object detection
11887377,67905445,ANTISEED-manual,0,1.0,1.0,Acceleration of data processing for object detection
12123735,54434570,SEED,1,1.0,1.0,Suggesting a route based on desired amount of driver interaction
11692841,54434570,SEED,1,1.0,1.0,Suggesting a route based on desired amount of driver interaction
9528850,54434570,SEED,1,1.0,1.0,Suggesting a route based on desired amount of driver interaction
9188985,54434570,SEED,1,1.0,1.0,Suggesting a route based on desired amount of driver interaction
11231292,54434570,SEED,1,1.0,1.0,Suggesting a route based on desired amount of driver interaction
9098753,53189592,ANTISEED-manual,0,1.0,1.0,Methods and systems for object detection using multiple sensors
11030476,70848337,ANTISEED-manual,0,1.0,1.0,System and method for detecting and tracking objects
10380693,53882673,ANTISEED-manual,0,1.0,1.0,Systems and methods for generating data that is representative of an insurance p
11714417,68464717,SEED,1,1.0,1.0,Initial trajectory generator for motion planning system of autonomous vehicles
12273217,58691034,SEED,1,1.0,1.0,Autonomous vehicle platform and safety architecture
11855799,58691034,SEED,1,1.0,1.0,Autonomous vehicle platform and safety architecture
10397019,58691034,SEED,1,1.0,1.0,Autonomous vehicle platform and safety architecture
9681272,54336100,SEED,1,1.0,1.0,Facilitating mesh networks of connected movable objects
11113555,63585514,ANTISEED-manual,0,1.0,1.0,"Object detection apparatus, traffic monitoring system, method of controlling an "
11919510,65910728,SEED,1,1.0,1.0,Obstacle avoidance in autonomous vehicles
11971720,67297133,SEED,1,1.0,1.0,Method for preventing a collision between an autonomous vehicle and a user in a 
11059493,72748824,SEED,1,1.0,1.0,Systems and methods for estimating velocity of an autonomous vehicle and state i
11872998,54932261,SEED,1,1.0,1.0,Cross-validating sensors of an autonomous vehicle
12397805,54932261,SEED,1,1.0,1.0,Cross-validating sensors of an autonomous vehicle
9304515,54334694,SEED,1,1.0,1.0,Regional operation modes for autonomous vehicles
10817731,63833130,SEED,1,1.0,1.0,Image-based pedestrian detection
9915951,59087810,SEED,1,1.0,1.0,Detection of overhanging objects
10694348,54336100,SEED,1,1.0,1.0,Facilitating mesh networks of connected movable objects
11169528,68464717,SEED,1,1.0,1.0,Initial trajectory generator for motion planning system of autonomous vehicles
10152053,63036396,SEED,1,1.0,1.0,Passenger classification-based autonomous vehicle routing
10234864,63445408,SEED,1,0.9375,1.0,Planning for unknown objects by an autonomous vehicle
11685360,63445408,SEED,1,0.9375,1.0,Planning for unknown objects by an autonomous vehicle
10850722,63445408,SEED,1,0.9375,1.0,Planning for unknown objects by an autonomous vehicle
10281920,63445408,SEED,1,0.9375,1.0,Planning for unknown objects by an autonomous vehicle
10095234,63445408,SEED,1,0.9375,1.0,Planning for unknown objects by an autonomous vehicle
8989945,42340971,SEED,1,0.9048,0.1,System validation
10474161,64734386,SEED,1,0.8545,0.8462,High resolution 3D point clouds generation from upsampled low resolution lidar 3
11287513,65031374,SEED,1,0.8049,0.7,Radar device for a motor vehicle and method for controlling the device
11447377,59812109,ANTISEED-manual,0,0.7679,0.1111,Multi-field scanning tools in materials handling vehicles
10800640,59812109,ANTISEED-manual,0,0.7679,0.1111,Multi-field scanning tools in materials handling vehicles
11661324,59812109,ANTISEED-manual,0,0.7679,0.1111,Multi-field scanning tools in materials handling vehicles
10671082,64734386,SEED,1,0.7544,0.375,High resolution 3D point clouds generation based on CNN and CRF models
10699142,63714970,SEED,1,0.7297,0.6,Systems and methods for traffic signal light detection
10997421,64741843,ANTISEED-manual,0,0.7286,1.0,Neuromorphic system for real-time visual activity recognition
11624628,50826242,SEED,1,0.726,1.0,Determining and displaying auto drive lanes in an autonomous vehicle
11210537,67617927,SEED,1,0.7231,0.7778,Object detection and detection confidence suitable for autonomous driving
12072442,67617927,SEED,1,0.7231,0.7778,Object detection and detection confidence suitable for autonomous driving
11188092,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
11726493,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
9367065,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
10663976,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
10663975,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
9811091,51223805,SEED,1,0.7065,1.0,Modifying behavior of autonomous vehicles based on sensor blind spots and limita
12291194,66433249,SEED,1,0.6857,1.0,Bi-directional autonomous vehicle
10627830,57882165,SEED,1,0.6567,1.0,Suboptimal immediate navigational response based on long term planning
10088840,53186772,ANTISEED-manual,0,0.6119,0.9333,Automated storage and retrieval system with integral secured personnel access zo
10359777,53186772,ANTISEED-manual,0,0.6119,0.9333,Automated storage and retrieval system with integral secured personnel access zo
10739766,53186772,ANTISEED-manual,0,0.6119,0.9333,Automated storage and retrieval system with integral secured personnel access zo
11385634,53186772,ANTISEED-manual,0,0.6119,0.9333,Automated storage and retrieval system with integral secured personnel access zo
11989016,53186772,ANTISEED-manual,0,0.6119,0.9333,Automated storage and retrieval system with integral secured personnel access zo
10698414,57882165,SEED,1,0.6026,1.0,Suboptimal immediate navigational response based on long term planning
10782703,57882165,SEED,1,0.6026,0.0909,Constraint relaxation in a navigational system
10606278,57882165,SEED,1,0.6026,0.0909,Constraint relaxation in a navigational system
10795375,57882165,SEED,1,0.6026,0.0769,Navigating a vehicle based on predictive aggression of other vehicle
10845816,57882165,SEED,1,0.6026,0.0833,Prioritized constraints for a navigational system
9977430,57882165,SEED,1,0.6026,0.0714,Machine learning navigational engine with imposed constraints
10649462,57882165,SEED,1,0.6026,0.0909,Constraint augmentation in a navigational system
9990548,59786660,SEED,1,0.5962,1.0,Traffic signal analysis system
10530653,59562531,ANTISEED-manual,0,0.5918,0.1818,Multi-mode mobile access point for utilization in a communication network of mov
10667326,59562531,ANTISEED-manual,0,0.5918,0.2857,Systems and methods to use fixed access points as delay-tolerant nodes in a netw
10143040,59562531,ANTISEED-manual,0,0.5741,0.3684,Systems and methods to improve the multimedia content distribution in a network 
10536497,59562531,ANTISEED-manual,0,0.5741,0.35,Systems and methods for communication using a transport channel with improved mu
10999731,59562531,ANTISEED-manual,0,0.566,0.4375,Systems and methods for real-time handling and processing of data in a network o
12510890,57046607,SEED,1,0.5645,0.5,Remote assistance for autonomous vehicles in predetermined situations
11650584,57046607,SEED,1,0.5645,0.5,Remote assistance for autonomous vehicles in predetermined situations
11016482,57046607,SEED,1,0.5645,0.5,Remote assistance for autonomous vehicles in predetermined situations
9720410,57046607,SEED,1,0.5645,0.5,Remote assistance for autonomous vehicles in predetermined situations
10241508,57046607,SEED,1,0.5645,0.5,Remote assistance for autonomous vehicles in predetermined situations
10708823,58778366,SEED,1,0.561,0.3077,"Systems and methods for cooperative, dynamic, and balanced access to the infrast"
10554527,59562531,ANTISEED-manual,0,0.5574,0.2941,Systems and methods for efficiently monitoring and measurement of the performanc
10321291,59562531,ANTISEED-manual,0,0.5556,0.4,Systems and methods for the flexible access and management of monitoring applica
10239526,56937587,SEED,1,0.5526,1.0,Adaptive cruise control system
10586458,61243203,SEED,1,0.5522,1.0,Hybrid trip planning for autonomous vehicles
10933869,64605223,SEED,1,0.5517,0.6364,Autonomous vehicle motion control systems and methods
12043253,64605223,SEED,1,0.5517,0.6364,Autonomous vehicle motion control systems and methods
11667283,64605223,SEED,1,0.5517,0.6364,Autonomous vehicle motion control systems and methods
10913456,52628744,SEED,1,0.5395,1.0,Method and system for adaptive cruise control and vehicle
10843722,62046456,SEED,1,0.5357,0.0769,Systems and methods for controlling an input device of an autonomous vehicle
11186271,72660487,SEED,1,0.5349,0.5333,System and method for modifying driving behavior of an autonomous vehicle based 
12349615,53174111,SEED,1,0.5323,1.0,Robotic platform and method for performing multiple functions in agricultural sy
10123473,53174111,SEED,1,0.5323,1.0,Robotic platform and method for performing multiple functions in agricultural sy
9288938,53174111,SEED,1,0.5323,1.0,Robotic platform and method for performing multiple functions in agricultural sy
10882535,64605223,SEED,1,0.5303,0.6667,Object interaction prediction systems and methods for autonomous vehicles
10562538,64605223,SEED,1,0.5303,0.6667,Object interaction prediction systems and methods for autonomous vehicles
12071144,64605223,SEED,1,0.5303,0.6667,Object interaction prediction systems and methods for autonomous vehicles
10637925,59562531,ANTISEED-manual,0,0.5273,0.4118,Systems and methods for communicating and storing data in a network of moving th
9037340,51899640,SEED,1,0.5273,0.5385,System and method for modifying adaptive cruise control set points
11548403,62046456,SEED,1,0.5263,0.2857,Autonomous vehicle paletization system
11021075,62046456,SEED,1,0.5263,0.2857,Autonomous vehicle paletization system
10730531,62046456,SEED,1,0.5254,0.5,Machine-learning based vehicle motion control system
9283681,48041362,ANTISEED-manual,0,0.5204,0.0833,Robotic vehicle systems for inspecting remote locations
11307845,59562531,ANTISEED-manual,0,0.5179,0.3846,Systems and methods for updating network nodes
10395441,62046456,SEED,1,0.5172,0.3333,Vehicle management system
9392743,53174111,SEED,1,0.5172,0.1333,Agricultural autonomous vehicle platform with articulated base
10756909,59562531,ANTISEED-manual,0,0.5085,0.3684,Systems and methods for self and automated management of certificates in a netwo
10365654,62046456,SEED,1,0.5085,0.1818,System for safe passenger departure from autonomous vehicle
10712745,62046456,SEED,1,0.5,0.0667,Systems and methods for communicating autonomous vehicle scenario evaluation and
9958379,53718899,ANTISEED-manual,0,0.5,0.0588,Characterizing optically reflective features via hyper-spectral sensor
10735518,59562531,ANTISEED-manual,0,0.5,0.1739,Systems and methods for self-organized fleets of autonomous vehicles for optimal
10171967,59562531,ANTISEED-manual,0,0.5,0.0952,"Fast discovery, service-driven, and context-based connectivity for networks of a"
10508986,53718899,ANTISEED-manual,0,0.5,0.0588,Characterizing optically reflective features via hyper-spectral sensor
9234618,53718899,ANTISEED-manual,0,0.5,0.0588,Characterizing optically reflective features via hyper-spectral sensor
10710602,67213901,SEED,1,0.5,0.3846,Systems and methods for a vehicle controller safety monitor
10209716,62046456,SEED,1,0.5,0.0667,Systems and methods for communicating autonomous vehicle scenario evaluation and
10261514,62046456,SEED,1,0.5,0.0667,Systems and methods for communicating autonomous vehicle scenario evaluation and
10795356,62046456,SEED,1,0.5,0.1538,Systems and methods for determining when to release control of an autonomous veh
11802831,53718899,ANTISEED-manual,0,0.5,0.0588,Characterizing optically reflective features via hyper-spectral sensor
9146898,48224263,SEED,1,0.4925,0.3636,Driver assist system with algorithm switching
10187751,59562531,ANTISEED-manual,0,0.4915,0.3333,Systems and methods for vehicular positioning using adaptive wireless fingerprin
10859384,62046456,SEED,1,0.4915,0.1,Lightweight vehicle localization systems and methods
11129031,58778366,SEED,1,0.4884,0.4348,Systems and methods for improving coverage and throughput of mobile access point
10198657,63258045,SEED,1,0.4875,0.875,All-weather thermal-image pedestrian detection method
11500081,68764087,ANTISEED-manual,0,0.4865,0.8333,Object detection device and object detection system
10546560,62046456,SEED,1,0.4828,0.0833,Systems and methods for presenting virtual content in a vehicle
10198655,61283600,ANTISEED-manual,0,0.4776,0.4375,Object detection using recurrent neural network and concatenated feature map
10452946,61283600,ANTISEED-manual,0,0.4776,0.4375,Object detection using recurrent neural network and concatenated feature map
11062167,61283600,ANTISEED-manual,0,0.4776,0.4375,Object detection using recurrent neural network and concatenated feature map
10618519,62046456,SEED,1,0.4762,0.1667,Systems and methods for autonomous vehicle lane change control
10545507,62046456,SEED,1,0.4762,0.0,Cellular device location discovery systems and methods for autonomous vehicles
11378980,62046456,SEED,1,0.4762,0.0,Cellular device location discovery systems and methods for autonomous vehicles
10852721,62046456,SEED,1,0.4754,0.1111,Autonomous vehicle hybrid simulation testing
10336326,59523504,SEED,1,0.4717,0.25,Lane detection systems and methods
10493622,62046456,SEED,1,0.4697,0.0714,Systems and methods for communicating future vehicle actions to be performed by 
10388162,58778366,SEED,1,0.4667,0.3913,Systems and methods for utilizing mobile access points as fixed access points in
10769947,58778366,SEED,1,0.4667,0.3182,Mobile access point operable as a fixed access point in a network of moving thin
9889828,51623473,ANTISEED-manual,0,0.4651,0.6429,"Deceleration end location storage system, drive assist system, drive assist meth"
11789461,62046456,SEED,1,0.459,0.0909,Autonomous vehicle collision mitigation systems and methods
10386856,62046456,SEED,1,0.459,0.0909,Autonomous vehicle collision mitigation systems and methods
11048272,62046456,SEED,1,0.459,0.0909,Autonomous vehicle collision mitigation systems and methods
11260875,62046456,SEED,1,0.4561,0.0769,Systems and methods for road surface dependent motion planning
10812996,59562531,ANTISEED-manual,0,0.4561,0.3,"Methods and systems for communication among nodes for the internet of things, in"
10405215,59562531,ANTISEED-manual,0,0.4561,0.0476,Self-organized fleets of autonomous vehicles to optimize future mobility and cit
11003184,59562531,ANTISEED-manual,0,0.4561,0.08,Cloud-aided and collaborative data learning among autonomous vehicles to optimiz
11133986,59562531,ANTISEED-manual,0,0.4531,0.25,"Systems and methods for real-time, selective and event-driven data model to feed"
10498600,59562531,ANTISEED-manual,0,0.4531,0.25,"Systems and methods for real-time, selective and event-driven data model to feed"
10621860,59562531,ANTISEED-manual,0,0.4531,0.4,Systems and methods for characterizing and managing driving behavior in the cont
10421396,62046456,SEED,1,0.4516,0.0,Systems and methods for signaling intentions to riders
10809719,62046456,SEED,1,0.45,0.0667,Systems and methods of controlling an autonomous vehicle using an enhanced traje
10691138,59562531,ANTISEED-manual,0,0.4483,0.2222,Systems and methods for managing fleets of autonomous vehicles to optimize elect
10650255,51935914,SEED,1,0.4478,0.0909,Vehicular vision system with object detection
9501720,51863388,ANTISEED-manual,0,0.4471,0.2,Object detection apparatus
10614715,62046456,SEED,1,0.4462,0.0769,Systems and methods for communicating autonomous vehicle confidence levels
9134731,53270353,SEED,1,0.4462,0.5,Locality adapted computerized assisted or autonomous driving of vehicles
10521676,62783131,SEED,1,0.4444,0.875,"Lane detection device, lane departure determination device, lane detection metho"
11467281,66246904,SEED,1,0.4444,0.5,Object detection device
10674332,59562531,ANTISEED-manual,0,0.4444,0.3333,Systems and methods for the data-driven and distributed interoperability between
11847870,62046456,SEED,1,0.4426,0.3333,Vehicle management system
10249110,62046456,SEED,1,0.4426,0.3333,Vehicle management system
9811086,62046456,SEED,1,0.4426,0.3333,Vehicle management system
12505707,62046456,SEED,1,0.4426,0.3333,Vehicle management system
11062535,62046456,SEED,1,0.4426,0.3333,Vehicle management system
10424135,62046456,SEED,1,0.4426,0.3333,Vehicle management system
10303959,57882165,SEED,1,0.4416,0.0714,Controlling host vehicle based on a predicted state of a parked vehicle
12055945,62046456,SEED,1,0.4407,0.0667,Systems and methods for controlling an autonomous vehicle with occluded sensor z
11625045,62046456,SEED,1,0.4407,0.0667,Systems and methods for controlling an autonomous vehicle with occluded sensor z
11012513,59562531,ANTISEED-manual,0,0.4407,0.0,Data-driven managed services built on top of networks of autonomous vehicles
10055653,57882165,SEED,1,0.4384,0.0625,Controlling host vehicle based on detected spacing between stationary vehicles
11269334,62046456,SEED,1,0.4355,0.0,Systems and methods for automated testing of autonomous vehicles
10466705,62046456,SEED,1,0.4355,0.0,Systems and methods for automated testing of autonomous vehicles
11983010,62046456,SEED,1,0.4355,0.0,Systems and methods for automated testing of autonomous vehicles
10656657,64605223,SEED,1,0.4348,0.6364,Object motion prediction and autonomous vehicle control
10327160,58778366,SEED,1,0.4348,0.2917,Systems and methods for managing network controllers and their network interacti
10433243,59360945,SEED,1,0.434,0.5,Systems and methods for integrating and exploiting the availability of multiple 
11395218,59360945,SEED,1,0.434,0.6111,Systems and methods for providing cellular communication in a network of moving 
11682196,64605223,SEED,1,0.4308,0.3571,Autonomous vehicle lane boundary detection systems and methods
10659382,62046456,SEED,1,0.4308,0.3333,Vehicle security system
10243867,62046456,SEED,1,0.4308,0.3333,Vehicle security system
11972606,64605223,SEED,1,0.4308,0.3571,Autonomous vehicle lane boundary detection systems and methods
11080537,64605223,SEED,1,0.4308,0.3571,Autonomous vehicle lane boundary detection systems and methods
11148651,66240060,SEED,1,0.427,0.6,"Multiple-circuit, hydraulically open brake system, in particular for a highly au"
10678260,59629887,SEED,1,0.4262,0.1818,Calibration methods for autonomous vehicle operations
12093362,62046456,SEED,1,0.4262,0.1111,Third-party vehicle operator sign-in
11580207,62046456,SEED,1,0.4262,0.1111,Third-party vehicle operator sign-in
10839426,59562531,ANTISEED-manual,0,0.4247,0.3684,Systems and methods for managing digital advertising campaigns in a network of m
10268203,60675543,SEED,1,0.4242,0.4444,Calibration validation for autonomous vehicle operations
11377045,64605223,SEED,1,0.4219,0.2667,Distinct user and item delivery for autonomous vehicles
11392135,57882165,SEED,1,0.4198,0.0,Systems and methods for navigating lane merges and lane splits
12242287,57882165,SEED,1,0.4198,0.0,Systems and methods for navigating lane merges and lane splits
11960293,57882165,SEED,1,0.4198,0.0,Systems and methods for navigating lane merges and lane splits
10739782,57882165,SEED,1,0.4198,0.0,Systems and methods for navigating lane merges and lane splits
12449803,53186772,ANTISEED-manual,0,0.4189,0.9333,Automated storage and retrieval system with integral secured personnel access zo
10490068,59360945,SEED,1,0.4186,0.5,"Systems and methods for achieving road action consensus, for example among auton"
11386779,59360945,SEED,1,0.4186,0.5,"Systems and methods for achieving road action consensus, for example among auton"
10573178,59360945,SEED,1,0.4186,0.5263,"Systems and methods for tracking and fault detection, for example among autonomo"
11343327,59360945,SEED,1,0.4167,0.5263,"Systems and methods for managing vehicle OBD data in a network of moving things,"
11216355,62046456,SEED,1,0.4154,0.1,Autonomous vehicle testing systems and methods
10599546,62046456,SEED,1,0.4154,0.1,Autonomous vehicle testing systems and methods
10176596,60675543,SEED,1,0.4154,0.4,Calibration verification methods for autonomous vehicle operations
11790613,68421171,ANTISEED-manual,0,0.4143,0.0,Image output device
10562624,59386386,ANTISEED-manual,0,0.4138,0.3,Vehicle vision system using aerial camera
11960301,62046456,SEED,1,0.4127,0.0909,Systems and methods for remote inspection of a vehicle
11243547,62046456,SEED,1,0.4127,0.0909,Systems and methods for remote inspection of a vehicle
10782701,57884949,SEED,1,0.4091,0.625,Autonomous vehicle and method of controlling the same
11835951,64605223,SEED,1,0.4085,0.6364,Object motion prediction and autonomous vehicle control
11112796,64605223,SEED,1,0.4085,0.6364,Object motion prediction and autonomous vehicle control
10114106,57018051,SEED,1,0.4062,0.2222,"Automated vehicle radar system with auto-alignment for azimuth, elevation, and v"
9199641,50187024,SEED,1,0.4058,0.3333,Construction zone object detection using light detection and ranging
11593950,62046456,SEED,1,0.4058,0.1,System and method for movement detection
10943355,62046456,SEED,1,0.4058,0.0,Systems and methods for detecting an object velocity
8996228,50187024,SEED,1,0.4058,0.3333,Construction zone object detection using light detection and ranging
10127465,57882165,SEED,1,0.4051,0.0714,Controlling host vehicle based on detected movement of a target vehicle
9254846,48470712,SEED,1,0.4035,0.2222,Predictive reasoning for controlling speed of a vehicle
9561797,48470712,SEED,1,0.4035,0.2222,Predictive reasoning for controlling speed of a vehicle
9381917,48470712,SEED,1,0.4035,0.2222,Predictive reasoning for controlling speed of a vehicle
11801851,62046456,SEED,1,0.403,0.6,Vehicle control system
11269325,62046456,SEED,1,0.403,0.3,System and methods to enable user control of an autonomous vehicle
10813074,59360945,SEED,1,0.4,0.6111,Systems and methods for managing resource utilization in a network of moving thi
11537127,64605223,SEED,1,0.4,0.4286,Systems and methods for vehicle motion planning based on uncertainty
10986476,58778366,SEED,1,0.4,0.28,Systems and methods for efficiently collecting and communicating sensor data in 
10431082,63714970,SEED,1,0.4,0.2308,Systems and methods for emergency vehicle response in an autonomous vehicle
10163017,63714970,SEED,1,0.3962,0.6,Systems and methods for vehicle signal light detection
10223844,72513647,SEED,1,0.3846,1.0,Self-driving vehicle systems and methods
10809722,67140090,SEED,1,0.381,0.6667,Navigation system with route prediction mechanism and method of operation thereo
10471804,72513647,SEED,1,0.3714,1.0,Self-driving vehicle systems and methods
10282625,72513647,SEED,1,0.3714,1.0,Self-driving vehicle systems and methods
9693297,59360945,SEED,1,0.3654,0.6111,"Systems and methods for delay tolerant networking in a network of moving things,"
10967789,65634802,SEED,1,0.3623,1.0,Safe driving assistance device
10278216,59360945,SEED,1,0.3556,0.6111,Systems and methods in a network controller for managing mobility in a network o
10019014,63106106,SEED,1,0.3538,0.8571,Lane-keeping system for automated vehicles
12077176,64740754,SEED,1,0.3538,0.7143,"Vehicle control method, apparatus, and device"
